ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20160014742,2016-06-07 22:00:00,0,Dark Street lights on,Dark Street lights on
T20160014743,2016-07-07 03:30:00,0,Dark Street lights on,Dark Street lights on
T20160014747,2016-05-19 19:45:00,0,Dark Street lights unknown,Others
T20160014750,2016-11-05 04:10:00,0,Dark Street lights on,Dark Street lights on
T20160014752,2016-06-07 12:00:00,0,Day,Day
T20160014753,2016-07-07 08:06:00,0,Day,Day
T20160014754,2016-07-07 07:28:00,0,Day,Day
T20160014755,2016-07-07 07:50:00,0,Day,Day
T20160014756,2016-07-07 08:45:00,0,Day,Day
T20160014757,2016-03-07 01:00:00,0,Dark No street lights,Dark Street no lights
T20160014758,2016-03-07 11:45:00,0,Day,Day
T20160014761,2016-07-07 07:45:00,0,Day,Day
T20160014764,2016-07-07 10:35:00,0,Day,Day
T20160014766,2016-07-07 09:37:00,0,Day,Day
T20160014768,2016-06-07 21:20:00,0,Dark Street lights on,Dark Street lights on
T20160014769,2016-07-07 10:45:00,0,Day,Day
T20160014771,2016-06-07 09:47:00,0,Day,Day
T20160014773,2016-07-07 11:10:00,0,Day,Day
T20160014774,2016-07-06 08:50:00,0,Day,Day
T20160014775,2016-07-07 11:57:00,0,Day,Day
T20160014776,2016-06-07 21:30:00,0,Dark Street lights on,Dark Street lights on
T20160014778,2016-07-07 12:35:00,0,Day,Day
T20160014780,2016-07-07 11:56:00,0,Day,Day
T20160014781,2016-10-06 19:45:00,0,Dark Street lights on,Dark Street lights on
T20160014782,2016-06-07 18:05:00,0,Dark Street lights on,Dark Street lights on
T20160014785,2016-06-26 12:00:00,0,Day,Day
T20160014787,2016-06-07 17:33:00,0,Dark Street lights on,Dark Street lights on
T20160014788,2016-07-07 07:00:00,0,Dark Street lights unknown,Others
T20160014790,2016-05-07 13:00:00,0,Day,Day
T20160014792,2016-07-07 15:00:00,0,Day,Day
T20160014794,2016-07-07 14:00:00,0,Day,Day
T20160014795,2016-07-07 10:20:00,0,Day,Day
T20160014798,2016-05-07 13:50:00,0,Day,Day
T20160014799,2016-04-07 17:30:00,0,Dusk/Dawn,Others
T20160014800,2016-06-07 21:00:00,0,Dark Street lights on,Dark Street lights on
T20160014801,2016-05-31 07:26:00,0,Day,Day
T20160014802,2016-05-07 17:35:00,0,Dark Street lights on,Dark Street lights on
T20160014803,2016-07-07 16:04:00,0,Day,Day
T20160014804,2016-05-31 16:30:00,0,Day,Day
T20160014808,2016-07-07 16:00:00,0,Day,Day
T20160014812,2016-07-07 18:30:00,0,Dark Street lights unknown,Others
T20160014813,2016-07-07 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160014814,2016-07-07 18:10:00,0,Dark Street lights on,Dark Street lights on
T20160014816,2016-06-30 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160014817,2016-07-07 19:10:00,0,Dark Street lights on,Dark Street lights on
T20160014818,2016-07-07 08:55:00,0,Unknown,Others
T20160014820,2016-07-07 19:15:00,0,Dark Street lights on,Dark Street lights on
T20160014824,2016-07-07 17:48:00,0,Dark Street lights on,Dark Street lights on
T20160014825,2016-07-07 17:30:00,0,Dark No street lights,Dark Street no lights
T20160014826,2016-07-07 18:10:00,0,Dark Street lights on,Dark Street lights on
T20160014827,2016-04-20 08:00:00,0,Unknown,Others
T20160014828,2016-07-07 19:15:00,0,Dark Street lights on,Dark Street lights on
T20160014833,2016-07-07 16:50:00,0,Day,Day
T20160014835,2016-07-07 21:00:00,0,Dark Street lights on,Dark Street lights on
T20160014836,2016-07-07 20:57:00,0,Dark No street lights,Dark Street no lights
T20160014838,2016-07-07 23:10:00,0,Dark Street lights on,Dark Street lights on
T20160014841,2016-07-07 23:45:00,0,Dark Street lights on,Dark Street lights on
T20160014843,2016-08-07 02:13:00,0,Dark Street lights on,Dark Street lights on
T20160014845,2016-08-07 03:50:00,0,Dark Street lights on,Dark Street lights on
T20160014849,2016-08-07 07:10:00,0,Day,Day
T20160014850,2016-08-07 07:05:00,0,Day,Day
T20160014852,2016-07-07 14:56:00,0,Day,Day
T20160014853,2016-08-07 06:30:00,0,Dark Street lights on,Dark Street lights on
T20160014857,2016-07-07 12:00:00,0,Day,Day
T20160014864,2016-08-07 09:00:00,0,Day,Day
T20160014866,2015-02-11 08:40:00,0,Day,Day
T20160014868,2016-08-07 07:40:00,0,Day,Day
T20160014869,2016-08-07 07:47:00,0,Day,Day
T20160014871,2016-08-07 06:40:00,0,Dusk/Dawn,Others
T20160014873,2016-04-29 14:30:00,0,Unknown,Others
T20160014875,2016-07-07 16:10:00,0,Dusk/Dawn,Others
T20160014878,2016-06-21 18:20:00,0,Dark No street lights,Dark Street no lights
T20160014887,2016-08-07 14:45:00,0,Day,Day
T20160014888,2016-08-07 15:01:00,0,Day,Day
T20160014891,2016-07-07 17:15:00,0,Dusk/Dawn,Others
T20160014893,2016-08-07 14:40:00,0,Day,Day
T20160014894,2016-04-06 20:16:00,0,Dark Street lights on,Dark Street lights on
T20160014896,2016-08-07 14:30:00,0,Day,Day
T20160014900,2016-08-07 17:35:00,0,Dusk/Dawn,Others
T20160014901,2016-08-07 17:09:00,0,Dark Street lights on,Dark Street lights on
T20160014902,2016-05-28 09:58:00,0,Day,Day
T20160014903,2016-08-07 17:15:00,0,Dusk/Dawn,Others
T20160014904,2016-06-07 11:05:00,0,Day,Day
T20160014905,2016-08-07 14:46:00,1,Day,Day
T20160014906,2016-08-07 14:30:00,0,Day,Day
T20160014908,2016-08-07 17:45:00,0,Dark Street lights on,Dark Street lights on
T20160014910,2016-08-07 17:30:00,0,Dusk/Dawn,Others
T20160014912,2016-08-07 15:10:00,0,Day,Day
T20160014913,2016-08-07 16:30:00,0,Day,Day
T20160014915,2016-08-07 18:50:00,0,Day,Day
T20160014917,2016-08-07 17:20:00,0,Day,Day
T20160014919,2016-08-07 02:20:00,0,Dark Street lights on,Dark Street lights on
T20160014922,2016-08-07 00:15:00,0,Dark Street lights on,Dark Street lights on
T20160014926,2016-06-07 11:30:00,0,Day,Day
T20160014928,2016-08-07 22:04:00,0,Dark Street lights on,Dark Street lights on
T20160014929,2016-07-07 05:40:00,0,Dark Street lights on,Dark Street lights on
T20160014931,2016-05-24 17:55:00,0,Dark Street lights on,Dark Street lights on
T20160014937,2016-09-07 05:10:00,0,Dark No street lights,Dark Street no lights
T20160014938,2016-07-07 10:12:00,0,Day,Day
T20160014939,2016-09-07 09:00:00,0,Unknown,Others
T20160014940,2016-05-30 18:15:00,0,Dusk/Dawn,Others
T20160014943,2016-02-07 19:00:00,0,Dark No street lights,Dark Street no lights
T20160014948,2016-09-07 08:15:00,0,Day,Day
T20160014951,2016-09-07 11:34:00,0,Day,Day
T20160014956,2016-09-07 13:35:00,0,Day,Day
T20160014959,2016-09-07 10:12:00,0,Day,Day
T20160014960,2016-09-07 13:32:00,0,Day,Day
T20160014961,2016-06-17 23:00:00,0,Dark Street lights on,Dark Street lights on
T20160014963,2016-04-24 05:30:00,0,Dusk/Dawn,Others
T20160014964,2016-09-07 12:17:00,0,Day,Day
T20160014965,2016-09-07 14:00:00,0,Day,Day
T20160014966,2016-08-07 17:30:00,0,Dark Street lights on,Dark Street lights on
T20160014967,2016-09-07 15:00:00,0,Day,Day
T20160014968,2016-09-07 14:25:00,0,Day,Day
T20160014970,2016-09-07 17:50:00,0,Dark Street lights on,Dark Street lights on
T20160014972,2016-09-07 17:50:00,0,Dark Street lights on,Dark Street lights on
T20160014973,2016-06-17 15:00:00,0,Day,Day
T20160014975,2016-05-07 18:20:00,0,Dark Street lights on,Dark Street lights on
T20160014976,2016-02-07 14:00:00,0,Day,Day
T20160014978,2016-09-07 18:10:00,0,Dark Street lights on,Dark Street lights on
T20160014979,2016-09-07 18:50:00,0,Dark No street lights,Dark Street no lights
T20160014984,2016-09-07 15:31:00,0,Day,Day
T20160014985,2016-06-26 11:00:00,0,Day,Day
T20160014986,2016-09-07 16:10:00,0,Day,Day
T20160014991,2016-09-07 22:35:00,0,Dark Street lights unknown,Others
T20160014992,2016-10-07 00:50:00,0,Dark Street lights unknown,Others
T20160014994,2016-09-07 23:03:00,0,Dark Street lights on,Dark Street lights on
T20160014998,2016-10-07 02:19:00,0,Dark Street lights on,Dark Street lights on
T20160015000,2016-10-07 03:04:00,0,Dark Street lights on,Dark Street lights on
T20160015002,2016-10-07 00:40:00,1,Dark No street lights,Dark Street no lights
T20160015005,2016-10-07 00:00:00,0,Dark No street lights,Dark Street no lights
T20160015009,2016-10-07 07:05:00,0,Dusk/Dawn,Others
T20160015010,2016-09-07 12:35:00,0,Day,Day
T20160015011,2016-09-07 11:15:00,0,Day,Day
T20160015013,2016-10-07 10:45:00,0,Day,Day
T20160015014,2016-10-07 09:35:00,0,Day,Day
T20160015015,2016-09-07 19:20:00,0,Dark Street lights on,Dark Street lights on
T20160015016,2016-07-07 12:25:00,0,Day,Day
T20160015017,2016-09-07 14:11:00,0,Day,Day
T20160015018,2016-10-07 09:37:00,0,Day,Day
T20160015019,2016-09-07 17:00:00,0,Day,Day
T20160015021,2016-06-30 19:10:00,0,Dark Street lights off,Dark Street no lights
T20160015022,2016-10-07 09:15:00,0,Day,Day
T20160015023,2016-10-07 14:10:00,0,Day,Day
T20160015024,2016-10-07 14:30:00,0,Day,Day
T20160015025,2016-01-23 15:00:00,0,Unknown,Others
T20160015027,2016-10-07 11:50:00,0,Day,Day
T20160015028,2016-10-07 17:15:00,0,Dark Street lights on,Dark Street lights on
T20160015029,2016-10-07 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160015031,2016-10-07 16:25:00,0,Day,Day
T20160015032,2016-10-07 17:12:00,0,Dusk/Dawn,Others
T20160015033,2016-10-07 17:45:00,0,Dark No street lights,Dark Street no lights
T20160015038,2016-10-07 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160015041,2016-10-07 18:24:00,0,Dark Street lights on,Dark Street lights on
T20160015043,2016-10-07 22:18:00,0,Dark No street lights,Dark Street no lights
T20160015046,2016-04-14 09:20:00,0,Day,Day
T20160015047,2016-10-07 21:50:00,0,Dark Street lights on,Dark Street lights on
T20160015049,2016-10-07 22:07:00,0,Dark Street lights on,Dark Street lights on
T20160015054,2016-02-07 13:25:00,0,Day,Day
T20160015055,2016-10-07 22:00:00,0,Dark Street lights on,Dark Street lights on
T20160015058,2016-11-07 00:50:00,0,Dark No street lights,Dark Street no lights
T20160015060,2016-05-31 09:00:00,0,Day,Day
T20160015062,2016-06-25 13:35:00,0,Day,Day
T20160015063,2016-09-07 12:30:00,0,Day,Day
T20160015064,2016-11-07 08:35:00,0,Day,Day
T20160015065,2016-11-07 08:25:00,0,Day,Day
T20160015066,2016-11-07 09:15:00,0,Day,Day
T20160015075,2016-11-07 08:00:00,0,Day,Day
T20160015077,2016-11-07 11:55:00,0,Day,Day
T20160015080,2016-10-07 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160015083,2016-11-07 10:30:00,0,Day,Day
T20160015088,2016-06-15 17:00:00,0,Day,Day
T20160015089,2016-11-07 11:45:00,0,Day,Day
T20160015090,2016-06-23 09:15:00,0,Day,Day
T20160015092,2016-11-07 10:40:00,0,Day,Day
T20160015095,2016-11-07 09:45:00,0,Day,Day
T20160015097,2016-11-07 12:00:00,0,Day,Day
T20160015099,2016-11-07 15:55:00,0,Day,Day
T20160015101,2016-10-07 12:00:00,0,Day,Day
T20160015102,2016-05-07 17:10:00,0,Dark Street lights on,Dark Street lights on
T20160015106,2016-11-07 05:45:00,0,Dark Street lights on,Dark Street lights on
T20160015107,2016-11-07 15:45:00,0,Day,Day
T20160015110,2016-11-07 15:15:00,0,Day,Day
T20160015115,2016-11-07 18:00:00,0,Dark No street lights,Dark Street no lights
T20160015117,2016-11-07 17:25:00,0,Dusk/Dawn,Others
T20160015123,2016-11-07 15:45:00,0,Day,Day
T20160015127,2016-06-24 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160015128,2016-12-07 08:45:00,0,Day,Day
T20160015129,2016-12-07 08:45:00,0,Day,Day
T20160015130,2016-11-07 16:30:00,0,Day,Day
T20160015131,2016-12-07 09:21:00,0,Day,Day
T20160015134,2016-06-06 20:30:00,0,Dark Street lights on,Dark Street lights on
T20160015135,2016-12-07 11:05:00,0,Day,Day
T20160015136,2016-12-07 11:54:00,0,Day,Day
T20160015137,2016-11-07 16:00:00,0,Day,Day
T20160015139,2016-12-07 12:51:00,0,Day,Day
T20160015140,2016-11-07 19:00:00,0,Dark No street lights,Dark Street no lights
T20160015141,2016-01-07 07:05:00,0,Day,Day
T20160015142,2016-12-07 14:31:00,0,Day,Day
T20160015143,2016-08-07 22:00:00,0,Dark Street lights unknown,Others
T20160015144,2016-12-07 08:08:00,0,Day,Day
T20160015145,2016-12-07 13:30:00,0,Day,Day
T20160015148,2016-11-07 05:40:00,0,Dark Street lights on,Dark Street lights on
T20160015149,2016-08-07 16:20:00,0,Unknown,Others
T20160015150,2016-12-07 07:00:00,0,Day,Day
T20160015151,2016-12-07 11:45:00,1,Day,Day
T20160015152,2016-12-07 13:30:00,0,Day,Day
T20160015155,2016-05-07 19:00:00,0,Dark No street lights,Dark Street no lights
T20160015156,2016-12-07 15:15:00,0,Day,Day
T20160015157,2016-12-07 15:20:00,0,Day,Day
T20160015159,2016-12-07 07:56:00,0,Day,Day
T20160015161,2016-12-07 14:13:00,0,Day,Day
T20160015164,2016-12-07 16:12:00,0,Day,Day
T20160015166,2016-12-07 11:00:00,0,Day,Day
T20160015168,2016-11-07 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160015169,2016-02-20 23:30:00,0,Dark No street lights,Dark Street no lights
T20160015170,2016-12-07 14:59:00,0,Day,Day
T20160015175,2016-06-30 12:30:00,0,Day,Day
T20160015177,2016-12-07 17:24:00,0,Dusk/Dawn,Others
T20160015178,2016-12-07 16:00:00,0,Day,Day
T20160015182,2016-12-07 16:00:00,0,Day,Day
T20160015183,2016-12-07 04:10:00,0,Dark Street lights on,Dark Street lights on
T20160015184,2016-12-07 21:30:00,0,Dark Street lights on,Dark Street lights on
T20160015186,2016-12-07 17:20:00,0,Dusk/Dawn,Others
T20160015187,2016-12-07 20:40:00,0,Dark No street lights,Dark Street no lights
T20160015190,2016-12-07 23:30:00,0,Dark Street lights on,Dark Street lights on
T20160015191,2016-07-13 01:10:00,0,Dark No street lights,Dark Street no lights
T20160015192,2016-07-13 00:15:00,0,Dark No street lights,Dark Street no lights
T20160015195,2016-06-07 11:30:00,0,Day,Day
T20160015197,2016-12-02 21:30:00,0,Dark Street lights on,Dark Street lights on
T20160015198,2016-07-13 07:12:00,0,Dusk/Dawn,Others
T20160015199,2016-12-07 18:00:00,0,Dark No street lights,Dark Street no lights
T20160015200,2016-12-07 22:30:00,0,Dark No street lights,Dark Street no lights
T20160015201,2016-07-13 07:00:00,0,Dark Street lights on,Dark Street lights on
T20160015202,2016-06-07 12:30:00,0,Day,Day
T20160015205,2016-07-13 07:00:00,0,Day,Day
T20160015206,2016-07-13 06:50:00,0,Dusk/Dawn,Others
T20160015207,2015-04-10 03:34:00,0,Dark Street lights on,Dark Street lights on
T20160015211,2016-06-24 07:10:00,0,Unknown,Others
T20160015212,2016-06-28 14:45:00,0,Day,Day
T20160015215,2016-04-24 14:30:00,0,Day,Day
