ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20160016903,2016-02-08 14:00:00,0,Day,Day
T20160016905,2016-01-08 15:35:00,0,Day,Day
T20160016906,2016-07-24 11:30:00,0,Unknown,Others
T20160016907,2016-02-08 17:50:00,0,Dark Street lights on,Dark Street lights on
T20160016908,2016-02-08 17:15:00,0,Dusk/Dawn,Others
T20160016909,2016-02-08 18:40:00,0,Dark Street lights on,Dark Street lights on
T20160016910,2016-01-08 01:40:00,0,Dark Street lights on,Dark Street lights on
T20160016911,2016-07-25 10:00:00,0,Day,Day
T20160016918,2016-07-24 10:20:00,0,Day,Day
T20160016921,2016-03-08 05:11:00,0,Dark Street lights on,Dark Street lights on
T20160016922,2016-03-07 13:30:00,0,Day,Day
T20160016923,2016-01-08 20:30:00,0,Dark Street lights on,Dark Street lights on
T20160016925,2016-01-08 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160016927,2016-03-08 08:30:00,0,Day,Day
T20160016928,2016-03-08 08:10:00,0,Day,Day
T20160016931,2016-07-31 15:25:00,0,Day,Day
T20160016932,2016-02-08 12:30:00,0,Day,Day
T20160016933,2016-03-08 06:57:00,0,Day,Day
T20160016935,2016-03-08 09:45:00,0,Day,Day
T20160016937,2016-07-21 12:00:00,0,Unknown,Others
T20160016938,2016-03-08 09:00:00,0,Day,Day
T20160016939,2016-03-08 10:20:00,0,Day,Day
T20160016940,2016-03-08 09:20:00,0,Day,Day
T20160016941,2016-03-08 08:00:00,0,Day,Day
T20160016942,2016-03-08 10:40:00,0,Day,Day
T20160016943,2016-03-08 11:12:00,0,Day,Day
T20160016945,2016-07-31 09:30:00,0,Day,Day
T20160016946,2016-03-08 10:28:00,0,Day,Day
T20160016947,2016-03-08 06:06:00,0,Dusk/Dawn,Others
T20160016948,2016-03-08 11:00:00,0,Day,Day
T20160016949,2016-07-15 22:18:00,0,Dark Street lights on,Dark Street lights on
T20160016950,2016-07-22 17:50:00,0,Dusk/Dawn,Others
T20160016951,2016-01-08 18:45:00,0,Dark Street lights on,Dark Street lights on
T20160016954,2016-03-08 11:32:00,0,Day,Day
T20160016956,2016-07-29 09:00:00,0,Unknown,Others
T20160016958,2016-03-08 12:52:00,0,Day,Day
T20160016965,2016-03-08 13:15:00,0,Day,Day
T20160016968,2016-01-08 15:30:00,0,Day,Day
T20160016972,2016-03-08 11:30:00,0,Day,Day
T20160016973,2016-01-08 21:00:00,0,Dark Street lights on,Dark Street lights on
T20160016975,2016-03-08 09:20:00,1,Day,Day
T20160016976,2016-01-08 19:20:00,0,Dark No street lights,Dark Street no lights
T20160016979,2016-03-08 08:12:00,0,Unknown,Others
T20160016980,2016-03-08 15:19:00,0,Day,Day
T20160016981,2016-03-08 15:20:00,0,Day,Day
T20160016983,2016-03-08 15:00:00,0,Day,Day
T20160016984,2016-03-08 08:00:00,0,Day,Day
T20160016987,2016-07-28 16:00:00,0,Day,Day
T20160016989,2016-07-30 08:00:00,0,Day,Day
T20160016991,2016-03-08 14:15:00,0,Day,Day
T20160016993,2016-03-08 16:00:00,0,Day,Day
T20160016994,2016-03-08 17:15:00,0,Dusk/Dawn,Others
T20160016996,2016-02-08 10:21:00,0,Day,Day
T20160016997,2016-03-08 16:00:00,0,Day,Day
T20160017000,2016-03-08 16:30:00,0,Day,Day
T20160017001,2016-03-08 18:25:00,0,Dark Street lights on,Dark Street lights on
T20160017002,2016-03-08 16:49:00,0,Day,Day
T20160017003,2016-11-03 09:30:00,0,Unknown,Others
T20160017005,2016-06-20 15:00:00,0,Unknown,Others
T20160017006,2016-02-08 10:30:00,0,Day,Day
T20160017007,2016-03-08 18:25:00,0,Dark Street lights on,Dark Street lights on
T20160017010,2016-03-08 17:05:00,0,Day,Day
T20160017012,2016-03-08 19:40:00,0,Dark No street lights,Dark Street no lights
T20160017014,2016-02-08 17:30:00,0,Day,Day
T20160017016,2016-03-08 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160017019,2016-03-08 06:30:00,0,Dusk/Dawn,Others
T20160017021,2016-03-08 21:24:00,0,Dark Street lights on,Dark Street lights on
T20160017024,2016-03-08 15:26:00,0,Day,Day
T20160017029,2016-07-21 07:56:00,0,Day,Day
T20160017032,2016-04-06 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160017033,2016-03-08 12:06:00,0,Day,Day
T20160017034,2016-02-07 13:20:00,0,Day,Day
T20160017036,2016-04-08 07:45:00,0,Day,Day
T20160017037,2016-04-08 07:24:00,0,Day,Day
T20160017038,2016-04-08 04:40:00,0,Dark No street lights,Dark Street no lights
T20160017039,2016-04-08 09:10:00,0,Day,Day
T20160017041,2016-06-29 08:35:00,0,Day,Day
T20160017043,2016-04-08 08:55:00,0,Day,Day
T20160017044,2016-08-02 14:50:00,0,Day,Day
T20160017047,2016-07-26 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017050,2016-06-30 19:45:00,0,Dark Street lights on,Dark Street lights on
T20160017053,2016-07-30 11:00:00,0,Day,Day
T20160017057,2016-04-08 06:50:00,0,Dusk/Dawn,Others
T20160017059,2016-08-06 19:15:00,0,Unknown,Others
T20160017060,2016-12-07 16:05:00,0,Day,Day
T20160017061,2016-04-08 09:20:00,0,Day,Day
T20160017062,2016-04-08 11:53:00,0,Day,Day
T20160017066,2016-04-08 11:50:00,0,Day,Day
T20160017068,2016-03-08 07:15:00,0,Dusk/Dawn,Others
T20160017069,2016-07-24 12:31:00,0,Day,Day
T20160017071,2016-04-08 11:43:00,0,Day,Day
T20160017072,2016-04-08 14:15:00,0,Day,Day
T20160017073,2016-06-13 07:30:00,0,Dark Street lights on,Dark Street lights on
T20160017074,2016-04-08 10:35:00,0,Day,Day
T20160017078,2016-07-15 17:00:00,0,Dusk/Dawn,Others
T20160017079,2016-04-08 15:45:00,0,Day,Day
T20160017081,2016-04-08 14:22:00,0,Day,Day
T20160017082,2016-04-08 16:20:00,0,Day,Day
T20160017084,2016-04-08 14:25:00,0,Day,Day
T20160017086,2016-04-08 15:50:00,0,Day,Day
T20160017088,2016-04-08 16:42:00,0,Day,Day
T20160017090,2016-07-07 20:00:00,0,Dark No street lights,Dark Street no lights
T20160017091,2016-04-08 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160017093,2016-04-08 15:03:00,0,Day,Day
T20160017094,2016-04-08 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017095,2016-04-08 18:40:00,0,Dark Street lights on,Dark Street lights on
T20160017096,2016-04-08 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160017097,2016-04-08 19:44:00,0,Dark Street lights on,Dark Street lights on
T20160017098,2016-04-08 18:38:00,0,Dark Street lights on,Dark Street lights on
T20160017100,2016-04-08 18:51:00,0,Dark Street lights on,Dark Street lights on
T20160017101,2016-04-08 19:58:00,0,Dark No street lights,Dark Street no lights
T20160017102,2016-07-29 13:00:00,0,Day,Day
T20160017103,2016-04-08 13:20:00,0,Day,Day
T20160017106,2016-04-08 14:00:00,0,Day,Day
T20160017109,2016-04-08 19:30:00,0,Dark No street lights,Dark Street no lights
T20160017110,2016-07-17 14:15:00,0,Unknown,Others
T20160017111,2016-04-08 17:00:00,0,Day,Day
T20160017112,2016-04-08 17:20:00,0,Dusk/Dawn,Others
T20160017114,2016-04-08 20:45:00,0,Dark No street lights,Dark Street no lights
T20160017115,2016-05-08 00:30:00,1,Dark Street lights on,Dark Street lights on
T20160017118,2016-05-08 05:50:00,0,Dark Street lights unknown,Others
T20160017119,2016-04-19 14:50:00,0,Day,Day
T20160017123,2016-05-08 07:15:00,0,Day,Day
T20160017126,2016-05-08 08:25:00,0,Day,Day
T20160017129,2016-05-08 08:22:00,0,Day,Day
T20160017130,2016-05-08 07:45:00,0,Day,Day
T20160017131,2016-07-27 08:30:00,0,Day,Day
T20160017136,2016-05-08 10:57:00,0,Day,Day
T20160017138,2016-05-08 05:30:00,0,Dark Street lights unknown,Others
T20160017142,2016-05-08 12:28:00,0,Day,Day
T20160017143,2016-07-26 09:00:00,0,Day,Day
T20160017144,2016-05-08 12:20:00,0,Day,Day
T20160017145,2016-07-26 11:00:00,0,Day,Day
T20160017146,2016-05-08 08:40:00,0,Day,Day
T20160017147,2016-05-08 17:00:00,0,Dusk/Dawn,Others
T20160017149,2016-05-08 13:10:00,0,Day,Day
T20160017152,2016-07-25 14:30:00,0,Day,Day
T20160017153,2016-05-08 11:00:00,0,Day,Day
T20160017154,2015-10-26 12:30:00,0,Day,Day
T20160017158,2016-05-08 14:55:00,0,Day,Day
T20160017160,2016-06-29 17:42:00,0,Dark Street lights on,Dark Street lights on
T20160017162,2016-05-08 15:39:00,0,Day,Day
T20160017167,2016-07-21 16:10:00,0,Unknown,Others
T20160017168,2015-12-08 16:40:00,0,Dusk/Dawn,Others
T20160017169,2016-05-08 13:59:00,0,Day,Day
T20160017172,2016-10-03 15:45:00,0,Unknown,Others
T20160017174,2016-05-08 15:00:00,0,Day,Day
T20160017176,2016-05-08 19:00:00,0,Dark Street lights on,Dark Street lights on
T20160017177,2016-07-27 17:20:00,0,Unknown,Others
T20160017179,2016-02-07 12:30:00,0,Day,Day
T20160017182,2016-05-08 17:00:00,0,Day,Day
T20160017183,2016-05-08 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017184,2016-05-08 18:40:00,0,Dark Street lights on,Dark Street lights on
T20160017185,2016-04-08 19:55:00,0,Dark Street lights unknown,Others
T20160017188,2016-05-08 19:55:00,0,Dark No street lights,Dark Street no lights
T20160017189,2016-05-08 19:52:00,0,Dark Street lights on,Dark Street lights on
T20160017191,2016-05-08 19:19:00,0,Dark Street lights unknown,Others
T20160017193,2016-05-08 19:20:00,0,Dark No street lights,Dark Street no lights
T20160017194,2016-05-08 20:40:00,0,Dark Street lights on,Dark Street lights on
T20160017196,2016-05-08 23:00:00,0,Dark Street lights on,Dark Street lights on
T20160017197,2016-05-08 22:30:00,0,Dark Street lights on,Dark Street lights on
T20160017198,2016-05-08 05:30:00,0,Dark Street lights on,Dark Street lights on
T20160017202,2016-06-08 02:30:00,0,Dark No street lights,Dark Street no lights
T20160017203,2016-05-08 21:45:00,0,Dark Street lights on,Dark Street lights on
T20160017204,2016-06-08 03:20:00,0,Dark Street lights on,Dark Street lights on
T20160017206,2016-06-08 03:25:00,0,Dark Street lights on,Dark Street lights on
T20160017208,2016-05-08 21:55:00,1,Dark No street lights,Dark Street no lights
T20160017210,2016-06-16 16:00:00,0,Dusk/Dawn,Others
T20160017211,2016-06-08 06:50:00,0,Dusk/Dawn,Others
T20160017212,2016-04-08 18:10:00,0,Dusk/Dawn,Others
T20160017213,2016-06-08 09:30:00,0,Day,Day
T20160017214,2016-06-08 08:15:00,0,Day,Day
T20160017215,2016-06-08 10:29:00,0,Day,Day
T20160017218,2016-06-08 11:20:00,0,Day,Day
T20160017219,2016-07-26 18:40:00,0,Unknown,Others
T20160017221,2016-06-08 10:30:00,0,Day,Day
T20160017222,2016-06-08 10:30:00,0,Day,Day
T20160017225,2016-05-08 20:35:00,0,Dark Street lights on,Dark Street lights on
T20160017226,2016-06-08 13:15:00,0,Day,Day
T20160017227,2016-06-08 10:15:00,0,Day,Day
T20160017229,2016-06-08 13:15:00,0,Day,Day
T20160017231,2016-07-18 17:50:00,0,Dark Street lights on,Dark Street lights on
T20160017233,2016-06-24 16:45:00,0,Day,Day
T20160017234,2016-06-08 13:45:00,0,Day,Day
T20160017235,2016-06-08 12:30:00,0,Day,Day
T20160017236,2016-06-08 14:00:00,0,Day,Day
T20160017237,2016-06-08 10:57:00,0,Day,Day
T20160017238,2016-06-08 15:15:00,0,Day,Day
T20160017240,2016-06-08 14:29:00,0,Day,Day
T20160017242,2016-06-08 14:50:00,0,Day,Day
T20160017243,2016-06-08 13:45:00,0,Day,Day
T20160017244,2016-06-08 15:15:00,0,Day,Day
T20160017245,2016-06-08 13:30:00,0,Day,Day
T20160017246,2016-06-08 15:53:00,0,Day,Day
T20160017250,2016-06-08 14:35:00,0,Day,Day
T20160017251,2016-06-08 10:35:00,0,Day,Day
T20160017252,2016-06-08 18:05:00,0,Dark Street lights on,Dark Street lights on
T20160017253,2016-05-08 14:20:00,0,Day,Day
T20160017254,2016-06-08 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017256,2016-06-08 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160017260,2016-06-08 20:05:00,1,Dark Street lights on,Dark Street lights on
T20160017262,2016-05-08 03:50:00,0,Dark Street lights on,Dark Street lights on
T20160017265,2016-10-07 14:50:00,0,Day,Day
T20160017266,2016-06-08 21:20:00,0,Dark Street lights on,Dark Street lights on
T20160017270,2016-07-08 03:53:00,0,Dark Street lights on,Dark Street lights on
T20160017271,2016-05-08 17:30:00,0,Dusk/Dawn,Others
T20160017272,2016-06-08 11:10:00,0,Day,Day
T20160017274,2016-02-08 17:45:00,0,Dusk/Dawn,Others
T20160017275,2016-06-29 08:17:00,0,Day,Day
T20160017281,2016-07-07 13:00:00,0,Day,Day
T20160017282,2016-07-07 06:50:00,0,Dark Street lights on,Dark Street lights on
T20160017283,2016-07-08 09:50:00,0,Day,Day
T20160017289,2016-07-08 11:10:00,0,Day,Day
T20160017290,2016-07-08 14:15:00,0,Day,Day
T20160017292,2016-07-08 13:30:00,0,Day,Day
T20160017294,2016-07-08 14:15:00,0,Day,Day
T20160017297,2016-07-23 16:00:00,0,Day,Day
T20160017300,2016-01-30 11:30:00,0,Day,Day
T20160017301,2016-07-08 12:02:00,0,Day,Day
T20160017302,2016-07-30 09:15:00,0,Day,Day
T20160017303,2016-07-08 13:00:00,0,Day,Day
T20160017305,2016-07-08 14:45:00,0,Day,Day
T20160017306,2016-07-08 16:25:00,0,Day,Day
T20160017307,2016-07-08 16:20:00,0,Day,Day
T20160017308,2016-07-08 10:30:00,0,Unknown,Others
T20160017309,2016-07-24 17:15:00,0,Day,Day
T20160017310,2016-07-08 15:00:00,0,Day,Day
T20160017311,2016-07-08 13:35:00,0,Day,Day
T20160017312,2016-07-08 19:00:00,0,Dark No street lights,Dark Street no lights
T20160017313,2016-07-08 21:10:00,0,Dark Street lights on,Dark Street lights on
T20160017314,2016-07-08 16:13:00,0,Day,Day
T20160017315,2016-07-08 15:25:00,0,Day,Day
T20160017316,2016-07-08 21:08:00,0,Dark Street lights on,Dark Street lights on
T20160017317,2016-07-08 16:05:00,0,Day,Day
T20160017322,2016-01-08 14:00:00,0,Day,Day
T20160017324,2016-08-08 04:15:00,0,Dark Street lights on,Dark Street lights on
T20160017325,2016-08-08 07:05:00,0,Day,Day
T20160017326,2016-07-17 03:47:00,0,Dark Street lights on,Dark Street lights on
T20160017328,2016-08-08 07:58:00,0,Day,Day
T20160017329,2016-08-08 08:30:00,0,Day,Day
T20160017331,2016-11-06 13:30:00,0,Day,Day
T20160017332,2016-07-19 10:15:00,0,Day,Day
T20160017334,2016-07-08 11:00:00,0,Day,Day
T20160017337,2016-08-08 08:07:00,0,Day,Day
T20160017338,2016-07-08 19:12:00,0,Dark Street lights on,Dark Street lights on
T20160017340,2016-08-08 06:00:00,0,Dusk/Dawn,Others
T20160017341,2016-05-08 23:10:00,0,Dark Street lights unknown,Others
T20160017343,2016-08-08 08:00:00,0,Day,Day
T20160017347,2016-07-29 14:30:00,0,Day,Day
T20160017348,2016-02-26 13:15:00,0,Unknown,Others
T20160017351,2016-07-15 15:00:00,0,Day,Day
T20160017352,2016-08-08 13:50:00,0,Day,Day
T20160017353,2016-08-08 13:40:00,1,Day,Day
T20160017354,2016-07-08 15:00:00,0,Day,Day
T20160017356,2016-06-29 20:30:00,0,Dark Street lights on,Dark Street lights on
T20160017357,2016-07-08 19:05:00,0,Dark Street lights on,Dark Street lights on
T20160017359,2016-05-08 09:50:00,0,Day,Day
T20160017360,2016-08-08 15:20:00,0,Day,Day
T20160017362,2016-08-08 15:15:00,0,Day,Day
T20160017363,2016-08-08 14:27:00,0,Day,Day
T20160017365,2016-07-13 15:00:00,0,Day,Day
T20160017366,2016-08-08 09:00:00,0,Day,Day
T20160017367,2016-05-08 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160017368,2016-08-08 17:05:00,0,Dusk/Dawn,Others
T20160017370,2016-04-15 14:30:00,0,Day,Day
T20160017371,2016-08-08 17:15:00,0,Dusk/Dawn,Others
T20160017372,2016-08-08 15:30:00,0,Day,Day
T20160017373,2016-06-08 11:30:00,0,Day,Day
T20160017374,2016-08-08 17:40:00,0,Day,Day
T20160017375,2016-07-25 20:15:00,0,Dark Street lights on,Dark Street lights on
T20160017376,2016-04-08 09:30:00,0,Day,Day
T20160017377,2016-08-08 15:15:00,0,Day,Day
T20160017380,2016-08-08 16:06:00,0,Day,Day
T20160017381,2016-08-08 17:54:00,0,Dark Street lights on,Dark Street lights on
T20160017383,2016-04-08 15:55:00,0,Day,Day
T20160017384,2016-08-08 21:45:00,0,Dark Street lights on,Dark Street lights on
T20160017385,2016-07-08 21:20:00,0,Dark No street lights,Dark Street no lights
T20160017390,2016-09-08 00:55:00,0,Dark No street lights,Dark Street no lights
T20160017391,2016-06-08 13:00:00,0,Day,Day
T20160017392,2016-07-08 05:30:00,0,Dark Street lights on,Dark Street lights on
T20160017395,2016-03-08 07:20:00,0,Dusk/Dawn,Others
T20160017396,2016-09-08 08:23:00,0,Day,Day
T20160017397,2015-04-06 15:50:00,0,Day,Day
T20160017398,2016-09-08 09:30:00,0,Day,Day
T20160017399,2016-07-29 16:00:00,0,Dusk/Dawn,Others
T20160017401,2016-06-27 08:40:00,0,Day,Day
T20160017402,2016-06-27 09:15:00,0,Day,Day
T20160017403,2016-09-08 07:11:00,0,Day,Day
T20160017404,2016-07-31 08:30:00,0,Unknown,Others
T20160017405,2016-09-08 08:40:00,0,Day,Day
T20160017406,2016-08-08 11:58:00,0,Day,Day
T20160017408,2016-01-08 15:15:00,0,Unknown,Others
T20160017410,2016-05-08 14:00:00,0,Day,Day
T20160017413,2016-09-08 13:00:00,0,Day,Day
T20160017415,2016-08-08 08:35:00,0,Day,Day
T20160017417,2016-09-08 13:08:00,0,Day,Day
T20160017418,2016-06-20 20:30:00,0,Dark No street lights,Dark Street no lights
T20160017420,2016-09-08 11:00:00,0,Day,Day
T20160017421,2016-09-08 14:20:00,0,Day,Day
T20160017422,2016-07-18 15:00:00,0,Day,Day
T20160017428,2016-09-08 13:50:00,0,Day,Day
T20160017429,2016-06-08 15:30:00,0,Day,Day
T20160017431,2016-09-08 16:15:00,0,Day,Day
T20160017432,2016-03-07 23:20:00,0,Dark Street lights on,Dark Street lights on
T20160017437,2016-09-08 16:30:00,0,Day,Day
T20160017438,2016-08-08 16:35:00,0,Dusk/Dawn,Others
T20160017439,2016-09-08 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017440,2016-09-08 16:50:00,0,Day,Day
T20160017442,2016-09-08 18:12:00,0,Dark Street lights on,Dark Street lights on
T20160017443,2016-09-08 09:45:00,0,Day,Day
T20160017447,2016-09-08 08:30:00,0,Unknown,Others
T20160017448,2016-09-08 19:29:00,0,Dark Street lights on,Dark Street lights on
T20160017449,2016-09-08 21:03:00,0,Dark Street lights on,Dark Street lights on
T20160017450,2016-09-08 20:45:00,0,Dark Street lights on,Dark Street lights on
T20160017451,2016-09-08 16:38:00,0,Dusk/Dawn,Others
T20160017452,2016-09-08 18:55:00,1,Dark Street lights on,Dark Street lights on
T20160017453,2016-09-08 05:40:00,0,Dark Street lights on,Dark Street lights on
T20160017454,2016-07-26 19:00:00,0,Unknown,Others
T20160017457,2016-07-21 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017458,2016-09-08 23:43:00,0,Dark Street lights on,Dark Street lights on
T20160017462,2016-10-08 03:40:00,0,Dark Street lights on,Dark Street lights on
T20160017463,2016-09-08 13:45:00,0,Day,Day
T20160017464,2016-10-08 04:25:00,0,Dark No street lights,Dark Street no lights
T20160017465,2016-11-03 08:10:00,0,Unknown,Others
T20160017466,2016-09-08 07:48:00,0,Day,Day
T20160017467,2016-09-08 17:00:00,0,Day,Day
T20160017468,2016-08-08 16:40:00,0,Day,Day
T20160017469,2016-09-08 21:40:00,0,Dark No street lights,Dark Street no lights
T20160017471,2016-07-23 23:45:00,0,Dark Street lights off,Dark Street no lights
T20160017476,2016-05-08 07:52:00,0,Day,Day
T20160017477,2016-10-08 08:20:00,0,Day,Day
T20160017478,2016-03-06 14:20:00,0,Day,Day
T20160017481,2016-10-08 09:20:00,0,Day,Day
T20160017483,2016-07-19 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017487,2016-10-08 08:15:00,0,Day,Day
T20160017489,2016-09-08 21:15:00,0,Dark Street lights on,Dark Street lights on
T20160017491,2016-10-08 10:00:00,0,Day,Day
T20160017494,2016-10-08 11:40:00,0,Day,Day
T20160017495,2016-10-08 09:13:00,0,Day,Day
T20160017497,2016-10-08 12:28:00,0,Day,Day
T20160017498,2016-09-08 13:55:00,0,Day,Day
T20160017499,2016-10-08 09:10:00,0,Day,Day
T20160017501,2016-06-08 11:50:00,0,Day,Day
T20160017502,2016-09-08 22:15:00,0,Dark No street lights,Dark Street no lights
T20160017503,2016-10-08 14:05:00,0,Day,Day
T20160017508,2016-10-08 06:40:00,0,Dark Street lights on,Dark Street lights on
T20160017511,2016-07-18 15:35:00,0,Day,Day
T20160017514,2016-05-08 16:40:00,0,Day,Day
T20160017516,2016-10-08 18:00:00,0,Dark Street lights off,Dark Street no lights
T20160017517,2016-05-08 16:45:00,0,Dusk/Dawn,Others
T20160017518,2016-07-20 17:50:00,0,Dark Street lights on,Dark Street lights on
T20160017521,2016-03-08 18:10:00,0,Dark Street lights on,Dark Street lights on
T20160017522,2016-10-08 13:40:00,0,Day,Day
T20160017523,2016-10-08 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160017524,2016-10-08 18:35:00,0,Dark Street lights on,Dark Street lights on
T20160017526,2016-10-08 19:00:00,0,Dark Street lights on,Dark Street lights on
T20160017527,2016-10-08 17:20:00,0,Day,Day
T20160017528,2016-10-08 13:21:00,0,Day,Day
T20160017529,2015-08-29 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160017530,2016-10-08 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017531,2016-10-08 20:40:00,0,Dark Street lights on,Dark Street lights on
T20160017534,2016-10-08 08:38:00,0,Day,Day
T20160017535,2016-10-08 20:05:00,0,Dark Street lights on,Dark Street lights on
T20160017536,2016-10-08 21:05:00,0,Dark Street lights on,Dark Street lights on
T20160017537,2016-10-08 18:00:00,1,Dark Street lights on,Dark Street lights on
T20160017540,2016-10-08 20:47:00,0,Dark Street lights on,Dark Street lights on
T20160017541,2016-10-08 21:40:00,0,Dark Street lights on,Dark Street lights on
T20160017542,2016-10-08 19:07:00,0,Dark Street lights on,Dark Street lights on
T20160017544,2016-10-08 20:55:00,0,Dark Street lights on,Dark Street lights on
T20160017545,2016-03-08 15:47:00,0,Day,Day
T20160017548,2016-04-19 14:30:00,0,Day,Day
T20160017551,2016-11-08 06:45:00,0,Dusk/Dawn,Others
T20160017554,2016-11-08 09:00:00,0,Day,Day
T20160017555,2016-11-08 07:30:00,0,Day,Day
T20160017556,2016-11-08 08:50:00,0,Day,Day
T20160017559,2016-07-13 08:37:00,0,Day,Day
T20160017562,2016-10-08 18:30:00,0,Day,Day
T20160017564,2016-08-08 21:45:00,0,Dark Street lights on,Dark Street lights on
T20160017566,2016-11-08 08:35:00,0,Day,Day
T20160017567,2016-06-21 07:30:00,0,Day,Day
T20160017569,2016-09-08 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017570,2016-11-08 12:35:00,0,Day,Day
T20160017572,2016-10-08 14:30:00,0,Day,Day
T20160017574,2016-11-08 10:00:00,0,Day,Day
T20160017575,2016-11-08 12:42:00,0,Day,Day
T20160017576,2016-08-08 13:30:00,0,Day,Day
T20160017579,2016-05-20 07:30:00,0,Day,Day
T20160017580,2016-05-13 08:30:00,0,Day,Day
T20160017585,2016-11-08 14:05:00,0,Day,Day
T20160017588,2016-11-08 14:45:00,0,Day,Day
T20160017592,2016-11-08 17:25:00,0,Dusk/Dawn,Others
T20160017593,2016-11-08 16:05:00,0,Day,Day
T20160017594,2016-11-08 15:50:00,0,Day,Day
T20160017595,2016-11-08 08:30:00,0,Day,Day
T20160017597,2016-11-08 16:30:00,0,Day,Day
T20160017598,2016-04-21 18:30:00,0,Unknown,Others
T20160017601,2016-11-08 15:04:00,0,Day,Day
T20160017602,2016-01-08 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017603,2016-10-08 17:00:00,0,Dusk/Dawn,Others
T20160017605,2016-11-08 18:39:00,0,Dark Street lights on,Dark Street lights on
T20160017606,2016-11-08 18:45:00,0,Dark Street lights on,Dark Street lights on
T20160017609,2016-07-19 07:30:00,0,Day,Day
T20160017611,2016-11-08 20:40:00,0,Dark Street lights on,Dark Street lights on
T20160017614,2016-11-08 19:24:00,0,Dark Street lights on,Dark Street lights on
T20160017616,2016-11-08 15:29:00,0,Day,Day
T20160017619,2016-10-08 04:10:00,0,Dark Street lights on,Dark Street lights on
T20160017620,2016-12-08 04:55:00,0,Dark Street lights on,Dark Street lights on
T20160017622,2016-11-08 09:55:00,0,Day,Day
T20160017624,2016-12-08 06:35:00,0,Day,Day
T20160017626,2016-12-08 08:00:00,0,Day,Day
T20160017627,2016-10-08 16:40:00,0,Day,Day
T20160017628,2016-02-08 15:15:00,0,Day,Day
T20160017629,2016-12-08 09:50:00,0,Day,Day
T20160017631,2016-12-08 07:15:00,0,Day,Day
T20160017632,2016-01-08 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160017633,2016-12-08 09:50:00,0,Day,Day
T20160017636,2016-12-08 11:04:00,0,Day,Day
T20160017637,2016-08-03 15:30:00,0,Day,Day
T20160017639,2016-07-30 10:00:00,0,Day,Day
T20160017642,2016-11-08 21:53:00,0,Dark No street lights,Dark Street no lights
T20160017643,2016-11-08 16:40:00,0,Day,Day
T20160017644,2016-12-08 08:20:00,0,Day,Day
T20160017645,2016-11-08 09:05:00,0,Day,Day
T20160017646,2016-07-18 13:00:00,0,Day,Day
T20160017647,2016-09-08 16:33:00,0,Unknown,Others
T20160017649,2016-07-17 15:00:00,0,Day,Day
T20160017652,2016-02-20 17:08:00,0,Day,Day
T20160017655,2016-12-08 17:20:00,0,Dusk/Dawn,Others
T20160017657,2016-12-08 15:50:00,0,Day,Day
T20160017658,2016-12-08 17:35:00,0,Dusk/Dawn,Others
T20160017659,2016-12-08 17:34:00,0,Dark No street lights,Dark Street no lights
T20160017660,2016-12-08 16:30:00,0,Day,Day
T20160017661,2016-12-08 14:18:00,0,Day,Day
T20160017663,2016-12-08 14:28:00,1,Day,Day
T20160017665,2016-11-08 16:00:00,0,Day,Day
T20160017666,2016-12-08 16:20:00,1,Day,Day
T20160017667,2016-12-08 18:50:00,0,Dark Street lights on,Dark Street lights on
T20160017669,2016-12-08 17:24:00,0,Day,Day
T20160017670,2016-12-08 18:10:00,0,Day,Day
T20160017671,2016-12-08 03:10:00,0,Dark No street lights,Dark Street no lights
T20160017674,2016-10-08 21:45:00,0,Dark Street lights on,Dark Street lights on
T20160017678,2016-12-08 22:15:00,0,Dark Street lights on,Dark Street lights on
T20160017679,2016-12-08 21:50:00,0,Dark Street lights on,Dark Street lights on
T20160017682,2016-12-08 22:57:00,0,Dark Street lights on,Dark Street lights on
T20160017690,2016-08-13 03:30:00,0,Dark Street lights on,Dark Street lights on
T20160017691,2016-08-13 01:16:00,0,Dark Street lights on,Dark Street lights on
T20160017695,2016-08-13 05:55:00,0,Dark Street lights unknown,Others
T20160017698,2016-08-13 06:30:00,0,Dark Street lights on,Dark Street lights on
T20160017702,2016-08-13 07:45:00,0,Day,Day
