ACCIDENT_NO,Lat,Long,POSTCODE_NO,NODE_ID
T20190019190,-37.24550483,144.6227016,3435,660424.0
T20190019191,-37.57961197,143.8420606,3350,44594.0
T20190019193,-38.14436208,145.2046457,3910,655893.0
T20190019194,-37.7182699,145.1398938,3095,44823.0
T20190019195,-38.16658576,145.9324678,3820,656366.0
T20190019196,-37.72862365,144.8584081,3033,589765.0
T20190019198,-37.75191517,145.4407919,3770,656371.0
T20190019199,-37.82684178,144.9114027,3207,305924.0
T20190019200,-37.7384629,144.8952966,3040,590010.0
T20190019202,-37.93302139,144.9941207,3188,594879.0
T20190019204,-38.02630698,145.1329259,3196,656370.0
T20190019205,-37.85962847,144.9731192,3182,40062.0
T20190019207,-35.92532377,145.6319092,3644,50809.0
T20190019208,-37.97103001,145.2233894,3175,35622.0
T20190019209,-36.28765141,146.3927663,3678,598077.0
T20190019210,-36.65172722,144.3812738,3551,620221.0
T20190019212,-37.81665393,144.9698653,3000,650993.0
T20190019217,-36.13906205,144.7508232,3564,591777.0
T20190019218,-37.88546202,145.101423,3148,590011.0
T20190019221,-37.77803587,144.9601615,3052,656368.0
T20190019222,-37.87631438,145.2574541,3180,590745.0
T20190019224,-37.88071841,145.1656169,3150,41796.0
T20190019225,-37.82305539,145.1228856,3128,643456.0
T20190019227,-38.1416847,145.3893663,3978,656367.0
T20190019228,-36.36667145,145.4022437,3630,50992.0
T20190019230,-37.77654325,145.0185353,3078,590012.0
T20190019231,-37.76536534,145.0192583,3071,38039.0
T20190019233,-36.40154593,146.3150898,3678,656373.0
T20190019235,-37.89334372,145.3082868,3156,590013.0
T20190019236,-37.80025035,145.1158437,3129,65261.0
T20190019241,-38.33932021,145.6684154,3987,610013.0
T20190019247,-37.83124538,144.8136517,3025,590265.0
T20190019248,-38.04620489,145.2545131,3975,590746.0
T20190019249,-37.80425116,145.2456737,3134,611019.0
T20190019250,-37.94146779,145.1660581,3171,36737.0
T20190019254,-37.93313932,145.1565406,3171,309218.0
T20190019255,-37.69158691,144.8816788,3043,116345.0
T20190019257,-37.75419007,145.125668,3106,38316.0
T20190019259,-37.77422955,144.9712555,3057,302387.0
T20190019260,-37.80721516,143.9087607,3352,597655.0
T20190019261,-37.66511681,145.1469613,3089,597134.0
T20190019263,-37.8560674,145.0519519,3146,610437.0
T20190019266,-37.79992269,144.9404177,3051,590498.0
T20190019267,-37.87807552,145.0477707,3145,68213.0
T20190019268,-36.13868861,147.0075592,3691,595842.0
T20190019269,-38.08244234,145.3341374,3978,600470.0
T20190019271,-38.43729245,144.9978288,3929,590266.0
T20190019272,-37.81606022,145.3500024,3765,594301.0
T20190019273,-37.77085973,144.7801933,3023,656382.0
T20190019276,-37.70025624,145.0909662,3088,616436.0
T20190019279,-37.80852249,144.9029565,3011,604490.0
T20190019280,-38.36562112,144.8001755,3941,596855.0
T20190019282,-37.80760853,144.6955301,3029,590267.0
T20190019283,-37.68539369,144.9208232,3047,596856.0
T20190019286,-36.56598506,146.022547,3672,593298.0
T20190019287,-38.21978171,144.3002801,3217,590268.0
T20190019289,-37.89330884,145.1338014,3149,656361.0
T20190019290,-37.63853541,144.9125219,3064,607675.0
T20190019291,-37.75612629,144.9088959,3040,603905.0
T20190019292,-37.90359257,144.6598501,3030,593559.0
T20190019297,-37.58486277,144.9097118,3064,656357.0
T20190019298,-37.8304997,144.9650905,3006,294794.0
T20190019300,-37.8009462,144.6594554,3024,45523.0
T20190019301,-37.87666267,144.9959445,3185,643729.0
T20190019302,-37.83600836,144.8030679,3026,656365.0
T20190019304,-38.01797766,145.3147653,3805,614699.0
T20190019305,-37.96869259,145.1868024,3174,659901.0
T20190019306,-37.86755752,145.1088484,3147,592025.0
T20190019309,-37.90497259,145.1551081,3170,608294.0
T20190019310,-37.85233934,145.0353286,3144,616140.0
T20190019311,-38.01646016,145.2312246,3175,599865.0
T20190019312,-37.86545434,144.9861346,3182,598477.0
T20190019315,-37.8473377,145.0685459,3124,40472.0
T20190019316,-37.65121607,145.0879458,3752,590269.0
T20190019317,-37.79767527,145.1356007,3129,591009.0
T20190019320,-36.12956268,144.7540003,3564,624677.0
T20190019322,-38.00567434,145.5499924,3812,656364.0
T20190019324,-37.69422152,144.5848774,3338,592518.0
T20190019329,-37.82931949,144.9635651,3205,590747.0
T20190019331,-37.86961055,145.2377164,3152,32382.0
T20190019336,-37.81466226,144.9689526,3000,591778.0
T20190019337,-37.74340068,142.023936,3300,637439.0
T20190019345,-37.76628401,144.9374334,3039,591010.0
T20190019347,-37.85433344,145.1693614,3131,590271.0
T20190019348,-37.86963042,145.2611712,3156,207027.0
T20190019349,-38.08747542,145.4557055,3810,590499.0
T20190019350,-37.65460692,143.736575,3351,597656.0
T20190019352,-38.36914029,144.9090502,3939,332886.0
T20190019353,-37.71868998,144.9630054,3060,221489.0
T20190019354,-37.57531394,144.7602253,3429,656383.0
T20190019355,-37.6704552,145.0712165,3082,590748.0
T20190019356,-38.25287569,145.2146875,3912,224428.0
T20190019357,-38.10553677,145.1677152,3201,604201.0
T20190019358,-38.42944168,142.6526424,3277,656496.0
T20190019359,-37.01021608,141.1926633,3319,612126.0
T20190019361,-37.9860475,145.2181905,3175,643730.0
T20190019363,-38.15545591,146.7607187,3847,656499.0
T20190019364,-37.75964087,144.7026517,3029,659903.0
T20190019365,-37.75283196,144.7309127,3023,594559.0
T20190019366,-37.81945475,145.0078155,3121,590500.0
T20190019368,-38.21245237,144.2181092,3240,324393.0
T20190019369,-36.40919164,145.5068142,3631,608295.0
T20190019370,-37.81287226,145.0237575,3101,591780.0
T20190019371,-37.71910785,144.8708354,3043,613556.0
T20190019373,-38.11008396,145.2583638,3977,77396.0
T20190019375,-37.59303163,143.806037,3351,591011.0
T20190019378,-37.72772249,145.0058201,3073,590749.0
T20190019380,-37.86433169,144.829568,3018,67771.0
T20190019382,-38.03843912,145.3700576,3807,134425.0
T20190019383,-38.22257255,146.418551,3840,234323.0
T20190019384,-37.30104009,142.766409,3377,644075.0
T20190019386,-37.85321282,144.8557783,3016,39958.0
T20190019389,-37.82154225,145.0585649,3124,591506.0
T20190019390,-37.71645636,145.3425499,3116,44186.0
T20190019392,-38.18373405,145.1430568,3199,608430.0
T20190019395,-37.91544274,145.134653,3168,221544.0
T20190019396,-37.83963559,145.1107695,3125,591012.0
T20190019398,-37.79688891,145.2809403,3136,595586.0
T20190019399,-37.82219008,144.82994,3012,331835.0
T20190019400,-37.91834301,145.1576088,3170,656548.0
T20190019401,-37.87028198,145.2339739,3152,595587.0
T20190019402,-37.74823014,144.9653904,3058,656500.0
T20190019405,-37.79973137,144.9910048,3066,591781.0
T20190019406,-38.23860188,145.1965002,3912,26131.0
T20190019408,-38.07999371,145.2581301,3975,29761.0
T20190019409,-37.82798528,145.0127986,3121,66439.0
T20190019410,-38.38246647,144.9933483,3937,598078.0
T20190019411,-37.80927673,144.9837416,3002,251792.0
T20190019412,-37.82059735,144.9762159,3004,597525.0
T20190019414,-37.90432935,144.6358057,3030,593560.0
T20190019417,-37.65033744,145.1189641,3091,590750.0
T20190019420,-37.79408948,145.3532289,3140,656545.0
T20190019421,-37.64332413,144.9511615,3061,1137.0
T20190019423,-37.92463475,145.1436346,3168,30002.0
T20190019424,-38.30506129,143.7491462,3243,590751.0
T20190019425,-37.64700039,144.9194654,3048,660596.0
T20190019426,-37.63248098,144.861891,3059,656549.0
T20190019427,-37.78604216,144.9724642,3054,64652.0
T20190019429,-37.79599603,144.9936934,3067,598203.0
T20190019432,-38.10727564,145.3295115,3978,591263.0
T20190019433,-37.82408314,145.0816494,3126,148315.0
T20190019434,-37.79782868,145.2539406,3134,39697.0
T20190019435,-37.98217377,145.071351,3194,8494.0
T20190019436,-36.05796478,146.7048631,3688,607354.0
T20190019437,-36.74088084,142.2043068,3401,593299.0
T20190019438,-37.78249658,145.0220173,3078,38079.0
T20190019439,-37.8587673,145.1976566,3133,590752.0
T20190019440,-37.82626884,144.9313546,3207,644396.0
T20190019443,-36.10722383,146.9036533,3690,656654.0
T20190019444,-37.77160062,144.8297347,3020,45059.0
T20190019445,-37.89766429,144.7024518,3030,594057.0
T20190019446,-37.7005467,144.6189181,3337,604491.0
T20190019447,-37.79845676,144.9795817,3065,29401.0
T20190019448,-37.83813361,144.7314715,3029,596589.0
T20190019452,-37.5711337,143.8295029,3350,627042.0
T20190019458,-38.27747249,144.0865105,3241,50309.0
T20190019459,-37.83207201,145.1499443,3130,66588.0
T20190019460,-37.48652462,143.7647038,3355,597527.0
T20190019461,-37.57813596,144.7304885,3429,590753.0
T20190019469,-37.75039966,144.9666013,3058,63354.0
T20190019470,-38.01300162,145.200123,3175,592764.0
T20190019474,-37.88706954,145.0893682,3145,622024.0
T20190019475,-37.64335423,144.9514671,3061,221383.0
T20190019477,-37.77560748,144.9710404,3057,644397.0
T20190019493,-37.77804419,144.9602339,3056,35714.0
T20190019495,-37.01455621,144.3614771,3448,591507.0
T20190019498,-38.43079366,143.3514813,3249,627684.0
T20190019500,-37.88911601,145.2975421,3156,656059.0
T20190019501,-37.37227294,144.3527835,3458,596590.0
T20190019506,-37.99782444,145.2759034,3804,591014.0
T20190019507,-37.80995418,145.0572015,3101,599037.0
T20190019508,-37.87735119,144.6803385,3029,661371.0
T20190019509,-37.70291868,145.1052084,3088,44752.0
T20190019512,-37.80090143,144.9570161,3000,293448.0
T20190019513,-37.99905512,145.1744211,3173,281588.0
T20190019516,-37.82921184,145.0437717,3122,591015.0
T20190019517,-36.71524218,145.3473409,3666,593300.0
T20190019519,-36.38326038,145.4052698,3630,635857.0
T20190019520,-37.63470805,144.9157152,3064,48807.0
T20190019522,-37.16408742,145.1467801,3659,594690.0
T20190019523,-37.86945209,147.9576824,3909,51971.0
T20190019527,-37.47608041,145.2365774,3757,594814.0
T20190019528,-38.13266245,145.8457299,3818,656661.0
T20190019529,-37.7923896,145.0899598,3104,591016.0
T20190019536,-37.8832956,145.3861578,3791,593561.0
T20190019537,-37.75881874,145.3183196,3116,592906.0
T20190019541,-37.80163338,144.7739626,3030,595295.0
T20190019543,-38.36734361,144.8611465,3941,606509.0
T20190019544,-38.16307526,144.5913214,3222,628610.0
T20190019548,-38.00053305,145.311127,3805,591017.0
T20190019549,-37.52945546,144.2738449,3458,630871.0
T20190019550,-37.79989028,145.1181235,3129,39286.0
T20190019551,-37.64530282,144.9628275,3062,44216.0
T20190019552,-37.91069688,145.0352031,3204,656664.0
T20190019553,-37.70721669,144.990129,3073,43618.0
T20190019554,-37.95432356,145.0252752,3191,656379.0
T20190019555,-38.30774922,145.1725152,3915,591264.0
T20190019556,-37.57837224,144.4374402,3458,591265.0
T20190019557,-37.8534906,144.9930632,3181,659749.0
T20190019560,-37.39713725,144.0982894,3461,598079.0
T20190019561,-37.6597338,145.0195397,3075,593301.0
T20190019562,-36.65098974,144.3737214,3551,645021.0
T20190019563,-37.84452028,145.2701037,3153,295599.0
T20190019564,-37.76600209,144.9919844,3070,660598.0
T20190019567,-36.63020732,143.3440303,3477,592765.0
T20190019570,-38.19499993,145.0911867,3930,591782.0
T20190019571,-37.83908527,144.9923528,3141,591509.0
T20190019572,-37.78594001,144.8413348,3020,1264.0
T20190019573,-38.16174427,145.9115747,3820,592766.0
T20190019574,-36.05633346,142.8949854,3482,656749.0
T20190019575,-37.74420255,144.9939389,3072,37890.0
T20190019577,-38.40615058,145.7614556,3946,591129.0
T20190019579,-37.98259352,145.0741132,3194,231516.0
T20190019580,-37.57447449,144.9033959,3064,656748.0
T20190019581,-37.78835154,145.1807137,3111,656655.0
T20190019585,-38.05027111,145.3357336,3806,71181.0
T20190019587,-34.22730847,142.1610105,3498,49259.0
T20190019590,-37.77288848,145.0038777,3070,596094.0
T20190019591,-38.20575478,146.4193461,3840,624680.0
T20190019593,-37.75818727,144.9879946,3071,37846.0
T20190019596,-37.75508032,145.6530033,3799,612153.0
T20190019597,-37.97029808,144.4499208,3212,592905.0
T20190019598,-37.67131816,144.9919338,3074,61437.0
T20190019601,-38.35746538,144.8988978,3939,1060.0
T20190019606,-37.9155204,145.1352794,3168,620223.0
T20190019607,-37.77399536,144.9609522,3056,604070.0
T20190019611,-37.88481864,145.5319686,3781,591266.0
T20190019613,-37.88627196,144.9989947,3186,35537.0
T20190019618,-38.14663779,144.3352412,3220,591267.0
T20190019622,-38.10537421,147.060977,3850,52062.0
T20190019623,-37.91127074,145.241182,3178,345849.0
T20190019624,-37.74457596,144.7283987,3023,645334.0
T20190019625,-38.37347139,144.9084801,3939,44177.0
T20190019627,-37.80301821,144.6777182,3029,65442.0
T20190019628,-38.00164592,145.293147,3805,49025.0
T20190019629,-37.8538306,145.047116,3146,601.0
T20190019630,-37.78156878,144.7909397,3023,591268.0
T20190019631,-36.36036689,144.6990021,3561,19651.0
T20190019632,-37.88157905,147.9644602,3909,591510.0
T20190019635,-37.13590069,143.7090463,3465,614700.0
T20190019638,-37.79532736,144.9089541,3011,645335.0
T20190019642,-38.0402811,145.3421447,3806,29449.0
T20190019644,-38.0240099,145.1266624,3195,592767.0
T20190019646,-37.72737187,144.7803783,3037,659672.0
T20190019649,-36.79273154,144.2545183,3555,614701.0
T20190019652,-37.65965143,144.9540324,3061,592026.0
T20190019653,-37.36514339,146.0587521,3723,591511.0
T20190019654,-38.16352494,144.3729388,3219,72281.0
T20190019656,-38.13367051,144.3377232,3218,656755.0
T20190019659,-37.78208263,145.0251076,3078,592519.0
T20190019660,-37.07117868,147.6035438,3898,603906.0
T20190019661,-37.8259211,144.9352549,3207,660205.0
T20190019662,-37.80325902,144.8923933,3011,38744.0
T20190019663,-38.10732994,145.1644199,3201,244.0
T20190019664,-38.1127158,145.2807568,3977,645336.0
T20190019665,-38.0258807,145.1330469,3195,222043.0
T20190019666,-37.9923621,145.158195,3173,70759.0
T20190019667,-37.57395188,144.9088439,3064,592027.0
T20190019668,-37.81877399,144.8191125,3026,38531.0
T20190019670,-37.59833653,145.0766092,3754,592275.0
T20190019674,-37.91127074,145.241182,3178,345849.0
T20190019675,-37.75806738,144.8322158,3020,63629.0
T20190019676,-36.72218076,144.2645393,3556,30168.0
T20190019680,-37.93499046,145.1716142,3170,42570.0
T20190019683,-37.88163889,144.9957552,3185,602748.0
T20190019684,-37.77964595,145.0786925,3104,348200.0
T20190019687,-36.82089551,144.2375845,3555,620843.0
T20190019688,-36.1309886,146.8841339,3690,635648.0
T20190019689,-37.79261072,145.0704822,3104,39097.0
T20190019690,-37.65618239,145.0798277,3082,593302.0
T20190019693,-37.68814772,144.5674438,3337,47382.0
T20190019694,-37.5259848,143.7463391,3352,639649.0
T20190019698,-37.77246526,144.9229956,3032,593815.0
T20190019700,-38.00884668,145.1036674,3195,656939.0
T20190019701,-38.17821901,144.3515836,3216,607516.0
T20190019702,-37.68323026,144.9150851,3047,656944.0
T20190019705,-38.08799143,145.1999621,3201,592028.0
T20190019707,-38.04130661,144.3566527,3212,591785.0
T20190019708,-37.89491938,145.1300373,3149,41720.0
T20190019709,-37.92860204,145.1015442,3169,654246.0
T20190019720,-37.77005121,145.4247919,3139,593570.0
T20190019721,-37.76267618,145.0411796,3079,49050.0
T20190019723,-37.34778852,144.6049417,3442,656941.0
T20190019726,-37.85260651,144.6684325,3029,225891.0
T20190019727,-37.08363808,144.7324705,3522,656930.0
T20190019728,-37.78333946,145.1240324,3108,643731.0
T20190019729,-37.92866637,145.0666098,3165,592907.0
T20190019733,-37.32914862,145.4534033,3717,657036.0
T20190019734,-37.76523661,145.0086009,3070,607818.0
T20190019735,-37.79897028,144.7891975,3030,12288.0
T20190019736,-37.77082891,145.0115051,3070,29496.0
T20190019738,-36.11484639,146.8686262,3690,29818.0
T20190019739,-37.69568397,144.6064226,3338,625607.0
T20190019740,-37.83382429,145.0779855,3124,40513.0
T20190019741,-37.93164211,145.080965,3165,643732.0
T20190019742,-37.80235543,144.986794,3066,149.0
T20190019744,-37.810374,144.9725895,3000,36988.0
T20190019746,-38.21214517,141.4367051,3305,595588.0
T20190019747,-37.90571964,145.3050169,3156,41976.0
T20190019749,-36.75282645,144.1301341,3515,592908.0
T20190019750,-37.87565999,145.0395934,3145,29645.0
T20190019751,-37.76973607,144.8986313,3032,592030.0
T20190019753,-37.77003484,144.9616138,3056,591787.0
T20190019756,-37.68188998,145.0049355,3074,47093.0
T20190019758,-37.73047104,144.821952,3021,7055.0
T20190019761,-37.58521304,143.8408688,3356,656380.0
T20190019763,-37.69891603,144.990113,3073,36131.0
T20190019765,-37.82381161,144.9239765,3207,47471.0
T20190019766,-37.85126415,144.7140111,3029,614409.0
T20190019768,-37.85992863,145.0070095,3183,54553.0
T20190019769,-37.7676464,145.4666144,3139,596591.0
T20190019775,-37.63768009,145.0263649,3076,44219.0
T20190019779,-35.51524514,143.1991984,3544,606691.0
T20190019781,-37.77070703,144.979676,3057,600153.0
T20190019784,-37.81100524,145.2373717,3134,84.0
T20190019785,-38.35847091,142.4453969,3280,603907.0
T20190019787,-37.75404166,144.8904348,3040,45230.0
T20190019789,-37.89757891,145.0054293,3186,56532.0
T20190019790,-37.7473815,144.8371439,3020,600329.0
T20190019795,-37.89935942,145.0027227,3186,41201.0
T20190019796,-37.62170488,145.1701817,3754,657042.0
T20190019798,-37.81931078,144.9533209,3008,594058.0
T20190019800,-37.60935691,145.0395533,3750,325445.0
T20190019801,-37.81862036,144.9479843,3008,591788.0
T20190019802,-37.92198557,145.139079,3168,656754.0
T20190019803,-37.88831701,145.1137478,3149,592770.0
T20190019805,-37.79517658,144.9366243,3051,36063.0
T20190019806,-38.05959342,145.3887052,3807,55995.0
T20190019808,-37.62550018,145.0283709,3076,592032.0
T20190019809,-37.87644056,145.1857081,3150,600472.0
T20190019810,-37.70165673,144.7614203,3037,600764.0
T20190019811,-37.78078264,144.7476533,3023,591789.0
T20190019812,-37.57667749,143.8206025,3356,603043.0
T20190019815,-38.0853518,144.3364511,3213,49701.0
T20190019816,-37.92377842,145.1199943,3168,592771.0
T20190019818,-37.87834655,145.1660739,3150,41790.0
T20190019821,-37.78751131,145.1481476,3109,39398.0
T20190019822,-37.85024103,145.0940337,3124,46126.0
T20190019824,-37.79778613,145.2539985,3134,607135.0
T20190019830,-37.72389305,144.7497011,3023,645884.0
T20190019831,-37.58226056,143.8408747,3350,53113.0
T20190019834,-38.08510671,144.3483715,3214,613142.0
T20190019838,-37.94570031,145.2178466,3175,596857.0
T20190019841,-38.32367111,141.5978455,3305,50635.0
T20190019845,-37.72238531,144.7380983,3023,592520.0
T20190019846,-37.85786178,144.9831011,3182,33879.0
T20190019848,-37.86729742,145.0926428,3147,600154.0
T20190019849,-38.07054501,145.5614504,3812,657123.0
T20190019850,-36.82054673,145.661908,3666,593303.0
T20190019851,-37.57319768,143.1533183,3373,619931.0
T20190019853,-38.17184096,144.3129719,3216,15423.0
T20190019854,-37.85777013,144.9807651,3182,657117.0
T20190019856,-37.77899988,144.8470569,3020,592033.0
T20190019857,-37.89832383,144.9943115,3186,41159.0
T20190019858,-36.69366991,142.7724311,3387,592773.0
T20190019860,-37.85272441,144.7312715,3027,229963.0
T20190019861,-37.47608041,145.2365774,3757,594814.0
T20190019863,-36.59809738,143.3068733,3477,592913.0
T20190019864,-37.97117036,145.1026996,3194,609315.0
T20190019867,-38.0746644,146.5627166,3854,592034.0
T20190019868,-37.78617279,145.0964119,3104,593562.0
T20190019870,-36.77094866,144.278538,3550,592774.0
T20190019871,-37.75182691,144.9333721,3044,45474.0
T20190019873,-37.84328032,145.0271455,3142,595972.0
T20190019874,-37.87267729,145.1108266,3147,657118.0
T20190019877,-37.60219128,144.7646182,3428,591904.0
T20190019878,-37.82632759,145.1781608,3131,593304.0
T20190019880,-38.09916092,145.2879407,3977,657125.0
T20190019881,-37.80731093,145.0274382,3101,38880.0
T20190019882,-37.73594861,144.9828387,3058,598204.0
T20190019883,-37.73719062,145.012322,3072,108137.0
T20190019884,-37.89918199,145.0013383,3186,41181.0
T20190019885,-37.58412371,144.9403959,3064,289884.0
T20190019886,-36.41519105,145.5804587,3631,657203.0
T20190019889,-38.45885035,143.0174603,3267,613001.0
T20190019891,-37.59482506,144.8424319,3063,592276.0
T20190019893,-37.79895893,144.9842713,3065,36557.0
T20190019896,-37.86706111,145.1118813,3147,67873.0
T20190019897,-38.23457862,145.1463943,3933,599328.0
T20190019898,-37.84572249,144.7807305,3026,643457.0
T20190019899,-37.7946316,144.9318422,3031,36051.0
T20190019902,-37.89081987,145.9967651,3833,604037.0
T20190019904,-37.8312251,144.8482518,3025,39934.0
T20190019905,-37.78867887,144.8315969,3020,38544.0
T20190019906,-38.1236098,145.1870919,3201,603335.0
T20190019907,-37.79893095,145.242141,3134,645625.0
T20190019908,-37.7826794,145.283913,3136,657202.0
T20190019910,-37.72085909,145.0162118,3073,62480.0
T20190019913,-37.86365977,145.0098942,3161,592278.0
T20190019915,-37.58057503,143.844651,3350,22731.0
T20190019917,-37.7751526,145.515828,3139,610736.0
T20190019918,-38.0738725,144.3562814,3214,646201.0
T20190019919,-38.57941529,145.5740533,3992,596333.0
T20190019922,-37.79488945,144.6063959,3024,596858.0
T20190019924,-37.89940612,145.5800083,3783,599603.0
T20190019925,-37.8408588,144.793509,3025,598349.0
T20190019927,-37.98691995,145.1117265,3172,592909.0
T20190019928,-38.00425326,145.219258,3175,646202.0
T20190019930,-37.83237284,144.9967393,3121,37716.0
T20190019933,-37.85601689,142.0764848,3301,646203.0
T20190019934,-37.71756267,145.0815097,3085,611021.0
T20190019935,-37.90023327,144.7535606,3030,44385.0
T20190019936,-38.08117552,145.2679628,3977,43854.0
T20190019938,-37.81349875,144.6384246,3024,322281.0
T20190019939,-37.73547248,144.8927803,3042,602749.0
T20190019943,-38.10125043,145.1868932,3201,657213.0
T20190019945,-37.7726156,144.9268726,3039,592279.0
T20190019946,-37.90260826,145.0851029,3166,593305.0
T20190019947,-37.75165708,144.9115434,3040,605876.0
T20190019951,-37.83539106,144.9871322,3141,657211.0
T20190019952,-37.80688639,144.9733641,3053,606179.0
T20190019954,-37.75543789,145.0960785,3107,657205.0
T20190019955,-37.62658025,144.932801,3064,47499.0
T20190019958,-37.59053891,144.9421583,3064,657214.0
T20190019962,-37.98830738,145.211277,3175,8546.0
T20190019966,-37.49322164,145.0258388,3753,629274.0
T20190019968,-37.63615809,145.1991053,3099,657212.0
T20190019971,-37.80036936,144.9928988,3066,657227.0
T20190019972,-37.59784691,145.2776726,3761,657215.0
T20190019975,-37.70365926,145.1791413,3095,1237.0
T20190019976,-38.35252659,145.0573413,3926,603337.0
T20190019979,-38.09460791,145.2553286,3977,56741.0
T20190019980,-37.8328132,144.9139158,3207,592521.0
T20190019983,-38.33487445,146.0821457,3871,600766.0
T20190019984,-37.86855633,145.285275,3155,592522.0
T20190019985,-38.39363836,142.2403489,3284,623849.0
T20190019986,-37.94948814,145.0744529,3189,352990.0
T20190019987,-38.17546736,144.3521265,3216,592776.0
T20190019992,-37.63530099,144.9474145,3062,592282.0
T20190019994,-37.81278768,145.3350539,3765,610737.0
T20190019995,-38.28196757,145.0322052,3934,592283.0
T20190019996,-37.82524042,145.0445193,3122,38987.0
T20190019997,-37.75924637,145.1312477,3106,593040.0
T20190019999,-38.05860629,144.3584486,3212,279264.0
T20190020001,-37.6935569,144.9991106,3074,645022.0
T20190020006,-37.59191362,144.9424882,3064,11258.0
T20190020009,-37.84916448,144.9937678,3181,37704.0
T20190020010,-37.16587442,143.2575511,3469,627364.0
T20190020011,-38.20871099,146.5577167,3844,629810.0
T20190020012,-37.85802898,145.0109076,3143,646204.0
T20190020013,-37.54668092,145.0303355,3751,657223.0
T20190020014,-38.16401636,145.1371774,3199,592284.0
T20190020015,-37.68953099,145.0273688,3074,38198.0
T20190020016,-35.99903623,145.654576,3644,603205.0
T20190020017,-38.02608034,145.2470825,3976,30046.0
T20190020018,-37.94055337,145.0232825,3188,42108.0
T20190020020,-37.80898904,145.2475323,3135,31378.0
T20190020023,-37.85368754,144.7639191,3026,592523.0
T20190020024,-37.85870071,144.8960517,3016,67554.0
T20190020025,-38.26613055,145.9930013,3821,592778.0
T20190020029,-38.37023182,142.4810407,3280,600155.0
T20190020031,-37.78708965,144.8793737,3012,609586.0
T20190020035,-37.93270682,145.1524074,3171,621448.0
T20190020038,-38.01651903,145.2331517,3175,288590.0
T20190020042,-37.53206342,143.8214324,3355,657474.0
T20190020047,-36.92770424,144.6979163,3523,592780.0
T20190020048,-37.86257991,145.2856219,3155,640.0
T20190020049,-37.88257515,147.9758358,3909,601332.0
T20190020050,-37.83233206,145.1522607,3130,35529.0
T20190020051,-38.14188227,145.8863774,3818,646464.0
T20190020053,-37.76752956,145.4588507,3139,593041.0
T20190020054,-37.6813514,145.2078588,3097,592782.0
T20190020057,-36.74627283,144.1093708,3515,603143.0
T20190020058,-37.79879464,145.1421762,3129,598478.0
T20190020060,-36.77604313,144.2737754,3550,55272.0
T20190020062,-37.44984997,144.5158367,3437,596859.0
T20190020063,-37.73785694,144.9345963,3044,41754.0
T20190020064,-37.7302279,147.3953757,3875,657240.0
T20190020065,-37.77558212,144.8855492,3032,45214.0
T20190020066,-38.09280837,145.8184674,3816,622929.0
T20190020070,-37.80489451,145.1405535,3129,593307.0
T20190020071,-37.98737293,145.1832472,3173,615573.0
T20190020072,-37.62254751,145.0239412,3076,646796.0
T20190020074,-37.8881764,145.1642649,3150,592783.0
T20190020075,-38.20180719,146.5241222,3844,657237.0
T20190020077,-37.70539512,145.0544896,3083,593308.0
T20190020080,-37.55926796,144.710568,3429,616437.0
T20190020081,-38.15996865,145.3183764,3977,47128.0
T20190020082,-36.84306578,142.3400449,3401,592398.0
T20190020083,-38.08961585,145.8317047,3818,20901.0
T20190020084,-37.7811448,145.017765,3078,600473.0
T20190020086,-38.05585218,145.1175289,3196,43297.0
T20190020087,-37.86498942,144.8881551,3016,67789.0
T20190020088,-38.1517986,144.3517746,3220,600474.0
T20190020090,-36.82355789,144.3925867,3551,594302.0
T20190020092,-37.81424771,144.9631593,3000,35359.0
T20190020093,-36.40432737,146.8618155,3749,620519.0
T20190020094,-37.73968839,144.803716,3021,593309.0
T20190020097,-37.74423307,144.7999425,3021,44939.0
T20190020098,-38.22040224,145.0568071,3931,35642.0
T20190020099,-37.82415334,145.2876536,3153,599329.0
T20190020102,-34.52755114,142.3673224,3494,593563.0
T20190020103,-38.46189658,145.021333,3929,657551.0
T20190020104,-37.78202091,145.0142461,3070,657476.0
T20190020105,-37.11801929,144.2979353,3451,592784.0
T20190020106,-36.77324747,144.3052157,3550,49321.0
T20190020107,-37.77453255,144.9278304,3032,595298.0
T20190020108,-37.82630313,144.9311775,3207,592785.0
T20190020110,-38.0094685,145.141024,3173,657550.0
T20190020111,-37.60578053,145.2663589,3761,657471.0
T20190020113,-37.54293132,145.5879655,3778,661305.0
T20190020116,-37.75866794,144.9448606,3055,45547.0
T20190020118,-34.18136851,142.0699596,3505,655090.0
T20190020119,-37.12042392,144.8825448,3521,595299.0
T20190020121,-36.36296077,146.3175971,3677,51004.0
T20190020122,-37.68997625,144.7440047,3037,657552.0
T20190020123,-37.65027542,145.1184103,3091,592786.0
T20190020124,-37.81477045,144.9690022,3000,36972.0
T20190020125,-38.37147863,141.5980064,3305,608431.0
T20190020126,-38.18568938,144.3441792,3216,222859.0
T20190020127,-36.38788248,145.3559028,3629,647099.0
T20190020128,-37.91612648,145.1399891,3168,595300.0
T20190020129,-37.80216272,144.985066,3066,36598.0
T20190020130,-37.67043884,144.5772933,3337,624796.0
T20190020131,-38.61651855,146.1380526,3957,657523.0
T20190020133,-38.35219613,141.609508,3305,600330.0
T20190020134,-37.73618353,144.9854904,3072,62929.0
T20190020135,-37.93850018,145.1660853,3171,317347.0
T20190020136,-38.25491016,145.0791068,3933,647100.0
