ACCIDENT_NO,Lat,Long,POSTCODE_NO,NODE_ID
T20150012016,-36.54897388,145.9955198,3672,59333.0
T20150012017,-37.60552994,144.8406295,3063,290081.0
T20150012018,-37.80599611,145.2259287,3134,39613.0
T20150012020,-37.81316686,144.9514354,3000,65851.0
T20150012023,-37.78801516,144.9281508,3031,250268.0
T20150012024,-37.81451986,144.9604805,3000,290135.0
T20150012025,-37.23698665,144.9956663,3764,291925.0
T20150012027,-37.72568816,145.1559804,3095,290816.0
T20150012028,-37.64006507,145.021281,3076,292487.0
T20150012029,-37.97252077,145.2362598,3177,277601.0
T20150012032,-37.87065817,145.0086104,3161,40202.0
T20150012033,-37.65069203,145.0115994,3076,36907.0
T20150012034,-38.02703038,145.3067028,3805,293465.0
T20150012035,-37.7969037,145.3596764,3765,39853.0
T20150012036,-36.54245001,145.2228264,3610,290091.0
T20150012037,-38.0353002,145.2413121,3175,35751.0
T20150012038,-36.12419781,144.7495294,3564,291624.0
T20150012040,-36.25324266,142.3979319,3393,58831.0
T20150012041,-37.65949808,144.4378086,3340,290110.0
T20150012043,-38.07607961,145.2398874,3975,293778.0
T20150012045,-37.81650817,145.192323,3132,290371.0
T20150012047,-37.74523794,145.0028205,3072,290975.0
T20150012048,-37.8622532,145.2827173,3155,41006.0
T20150012050,-38.38894,144.18726,3230,291071.0
T20150012054,-37.86991955,145.2788905,3156,292445.0
T20150012058,-37.54665627,143.8208005,3350,15033.0
T20150012060,-37.84748819,145.2267271,3152,290106.0
T20150012062,-37.84759524,147.5663187,3875,68133.0
T20150012063,-37.73308984,145.1371551,3093,277806.0
T20150012064,-37.86817755,144.8385765,3018,39924.0
T20150012069,-37.86318569,145.0506067,3146,54997.0
T20150012071,-37.9234872,145.4856744,3782,356962.0
T20150012072,-38.05879692,145.2629065,3975,605107.0
T20150012073,-37.91504346,145.1216709,3168,41699.0
T20150012074,-37.71259083,144.8235688,3036,293077.0
T20150012077,-37.66526449,145.0138692,3075,290108.0
T20150012084,-37.85458582,145.120675,3125,290384.0
T20150012085,-37.97245883,147.0770545,3862,356961.0
T20150012086,-37.98243941,145.1461652,3172,53464.0
T20150012088,-38.3876598,144.0270827,3241,290098.0
T20150012089,-37.73053923,145.0026156,3072,44079.0
T20150012090,-37.67132201,145.0206596,3075,290097.0
T20150012094,-37.53125294,146.2200147,3723,655650.0
T20150012095,-37.1126,145.09167,3659,292131.0
T20150012096,-38.40280885,145.6723592,3945,290328.0
T20150012097,-37.89789481,144.6859565,3030,357269.0
T20150012099,-38.38366962,142.4958673,3280,73874.0
T20150012100,-37.52427227,143.809056,3355,291143.0
T20150012102,-38.23865375,145.2149127,3912,44005.0
T20150012103,-37.84544995,144.9944197,3141,81008.0
T20150012105,-37.64602914,145.0941791,3752,290158.0
T20150012106,-37.51597052,145.1954914,3757,290192.0
T20150012107,-37.86567882,144.993872,3183,67820.0
T20150012108,-38.05119049,145.3401338,3806,290136.0
T20150012109,-38.14106039,145.1255815,3199,290117.0
T20150012112,-37.85916973,145.1320877,3149,290176.0
T20150012115,-37.82772015,145.1128912,3127,39259.0
T20150012117,-37.59817919,141.6901101,3315,290419.0
T20150012118,-37.72723421,145.0087804,3073,356963.0
T20150012120,-37.71311668,144.9752367,3060,290306.0
T20150012123,-36.96665009,142.17005,3401,290345.0
T20150012129,-37.82430861,145.0811691,3126,290312.0
T20150012130,-37.86060008,145.01446,3143,130193.0
T20150012131,-36.79431231,142.0083096,3409,290181.0
T20150012134,-38.24353013,142.6562808,3278,292464.0
T20150012135,-37.81712963,147.3787172,3875,290105.0
T20150012136,-37.69387765,145.0932876,3088,57878.0
T20150012139,-37.78300999,145.5314096,3139,290894.0
T20150012141,-37.97520407,145.2037033,3175,282480.0
T20150012145,-37.82200072,145.1855129,3131,39533.0
T20150012148,-37.91848421,145.1587048,3170,795.0
T20150012149,-37.70219179,144.9487185,3046,42133.0
T20150012150,-36.76142368,144.2833852,3550,51628.0
T20150012152,-37.61517889,143.6110494,3351,291215.0
T20150012156,-37.86885968,145.2353885,3152,353818.0
T20150012158,-37.97520407,145.2037033,3175,282480.0
T20150012159,-37.74168965,148.1568905,3887,290280.0
T20150012161,-38.40767029,146.6612701,3844,290878.0
T20150012162,-38.1922171,146.2123485,3824,290155.0
T20150012163,-36.75253393,145.1788203,3608,291124.0
T20150012165,-38.19387405,142.8858593,3265,290748.0
T20150012166,-37.96796167,145.1678197,3174,42913.0
T20150012167,-37.89736916,145.6284803,3139,290145.0
T20150012168,-37.80989959,144.9960059,3067,290423.0
T20150012173,-37.82221036,144.9581161,3006,290377.0
T20150012175,-38.32461625,143.3228286,3260,290285.0
T20150012176,-37.7031684,145.0898273,3087,35331.0
T20150012179,-37.81906033,145.0801628,3126,290188.0
T20150012181,-38.07690003,145.91904,3821,290235.0
T20150012183,-37.99901719,144.4437995,3212,290481.0
T20150012184,-37.95773108,145.2137398,3175,290142.0
T20150012185,-38.02077128,145.3080119,3805,10986.0
T20150012186,-37.77301992,145.3133294,3138,291474.0
T20150012188,-37.88863758,144.6491728,3030,655479.0
T20150012189,-37.69172968,144.9583232,3060,222013.0
T20150012194,-37.81705999,145.1193699,3128,291828.0
T20150012197,-37.43753132,145.30985,3757,290243.0
T20150012199,-38.20615724,144.3381205,3216,290195.0
T20150012200,-37.61036106,144.7116245,3429,291449.0
T20150012202,-36.66036112,145.1313091,3612,291612.0
T20150012203,-36.12954949,144.7267265,3564,30110.0
T20150012204,-37.87212957,144.9896554,3182,290197.0
T20150012206,-37.93540726,145.5841257,3783,290628.0
T20150012207,-37.70204534,145.0288009,3073,290284.0
T20150012209,-38.01456469,143.5712105,3323,50748.0
T20150012210,-37.96301248,145.0609995,3192,292152.0
T20150012211,-37.79165464,144.9759764,3054,36452.0
T20150012213,-37.94583986,145.0593771,3189,42244.0
T20150012214,-35.89138596,145.1317854,3638,291664.0
T20150012215,-37.43134939,143.9108697,3363,291252.0
T20150012216,-38.1510268,144.3576615,3220,291705.0
T20150012217,-38.10872008,147.0656374,3850,290666.0
T20150012218,-37.79820991,144.993239,3066,290187.0
T20150012220,-37.44124124,145.4993211,3777,290341.0
T20150012223,-37.92500932,144.9946643,3186,42018.0
T20150012225,-35.3632819,141.2060375,3490,290440.0
T20150012226,-34.2186808,142.17142,3498,45537.0
T20150012228,-38.17976977,144.377816,3219,290588.0
T20150012229,-37.82764335,144.9580985,3006,36875.0
T20150012230,-37.74245164,144.9775657,3058,290190.0
T20150012231,-37.79343552,145.0640005,3104,39054.0
T20150012232,-37.76810496,144.9556611,3056,45602.0
T20150012236,-38.03797341,145.2491124,3976,47770.0
T20150012239,-37.6383197,144.9309155,3064,35733.0
T20150012240,-37.75858364,144.7467875,3023,290978.0
T20150012241,-37.84438665,144.7852675,3026,290961.0
T20150012244,-37.93460273,145.0483324,3204,42214.0
T20150012245,-37.69217947,144.94926,3047,259166.0
T20150012250,-37.89858596,145.0887586,3166,41564.0
T20150012251,-37.77912254,144.9209106,3032,291444.0
T20150012254,-37.75603495,145.0646348,3084,63532.0
T20150012258,-37.58109657,143.8460704,3350,215240.0
T20150012259,-37.7925134,145.107596,3104,290572.0
T20150012260,-37.7385535,144.9403458,3044,42085.0
T20150012265,-37.74652969,144.7041002,3336,291168.0
T20150012269,-34.20229518,142.1518498,3500,44864.0
T20150012271,-35.99616153,145.9331385,3730,291048.0
T20150012272,-37.87181932,144.665101,3029,37291.0
T20150012276,-38.35959024,142.4604023,3280,290321.0
T20150012281,-37.85269701,144.8954005,3016,290749.0
T20150012286,-37.94335979,145.2022103,3175,290887.0
T20150012287,-37.47163942,144.2959702,3458,290326.0
T20150012289,-37.96879966,145.3616691,3804,290566.0
T20150012290,-37.91027076,145.3594676,3160,290568.0
T20150012291,-38.09928134,145.2855919,3977,71456.0
T20150012292,-37.94775995,145.033568,3190,42159.0
T20150012293,-38.56281608,145.9536315,3954,356965.0
T20150012294,-37.75968807,145.0690545,3084,38236.0
T20150012295,-37.94799653,145.2083041,3175,290397.0
T20150012297,-37.85345065,144.9698092,3206,292702.0
T20150012298,-37.97669802,145.2394033,3177,293974.0
T20150012299,-37.70478064,144.9157956,3046,292251.0
T20150012302,-38.32228225,144.3185012,3228,50326.0
T20150012303,-37.65953945,144.4114413,3340,290279.0
T20150012306,-36.39302448,145.3574879,3629,51101.0
T20150012307,-37.38316126,145.8076278,3712,290310.0
T20150012308,-37.86462238,144.976056,3182,290278.0
T20150012309,-37.76291782,145.1332735,3106,290591.0
T20150012310,-37.8379936,145.2907994,3155,291351.0
T20150012311,-37.71671269,144.8886595,3042,290634.0
T20150012317,-38.15996865,145.3183764,3977,47128.0
T20150012318,-37.86358036,145.0375799,3144,290246.0
T20150012319,-37.89361178,144.6802154,3030,290348.0
T20150012321,-38.01728137,146.0221342,3831,290607.0
T20150012322,-37.76135491,144.7390723,3023,654892.0
T20150012323,-37.79751181,145.1328097,3129,291170.0
T20150012324,-37.51941124,143.8199793,3355,290450.0
T20150012326,-37.7873356,145.3788872,3796,290387.0
T20150012327,-37.64787552,145.0198665,3076,47839.0
T20150012330,-37.85880129,145.1979117,3133,267589.0
T20150012332,-37.68835292,145.0312501,3074,290274.0
T20150012334,-37.77069009,144.9497507,3055,290275.0
T20150012337,-37.89411966,145.3157433,3156,291000.0
T20150012341,-37.37474569,144.3251202,3458,290290.0
T20150012343,-37.91066605,145.2363205,3178,41877.0
T20150012344,-37.87440735,145.2216387,3152,291435.0
T20150012345,-37.78202153,144.7951009,3020,356964.0
T20150012349,-37.3367394,143.2537116,3373,290322.0
T20150012351,-37.28238866,142.9310257,3377,357271.0
T20150012354,-37.48359085,145.0538523,3757,290640.0
T20150012357,-37.66557099,144.937824,3047,45069.0
T20150012359,-38.22943966,144.3358771,3217,291172.0
T20150012360,-37.79628016,144.9507998,3051,289044.0
T20150012363,-37.17037777,145.186611,3659,291073.0
T20150012364,-37.87310157,145.2328654,3152,46060.0
T20150012365,-38.62173868,146.239298,3960,290416.0
T20150012367,-37.75496451,144.9600966,3056,45618.0
T20150012369,-38.05159529,145.1160814,3196,894.0
T20150012370,-37.7044615,144.9157214,3046,40978.0
T20150012371,-37.55189314,143.8098979,3350,290433.0
T20150012372,-34.18237468,142.1558648,3500,58112.0
T20150012373,-37.57619441,144.7283617,3429,356966.0
T20150012376,-37.93689716,145.0657438,3165,42277.0
T20150012378,-38.34691034,145.006248,3937,290378.0
T20150012381,-38.02871319,145.2125346,3175,25.0
T20150012382,-37.96213016,145.0189444,3193,42094.0
T20150012383,-37.85431267,145.0115612,3143,40209.0
T20150012386,-37.89858945,144.7389722,3030,263346.0
T20150012388,-37.91370116,145.1670382,3150,290973.0
T20150012389,-37.93604193,145.192257,3170,291075.0
T20150012390,-36.7422536,144.2965735,3550,51549.0
T20150012391,-37.92118049,145.1381606,3168,654890.0
T20150012393,-37.92187314,145.186293,3150,57576.0
T20150012396,-37.73008724,145.0053832,3072,44071.0
T20150012397,-37.82567723,144.8841033,3015,357272.0
T20150012400,-36.72662629,144.2664983,3556,59516.0
T20150012401,-37.99667811,145.312642,3804,36212.0
T20150012403,-37.79550915,145.0593594,3102,290304.0
T20150012406,-37.62768046,144.6914699,3427,290272.0
T20150012408,-37.91721323,145.0837807,3165,41545.0
T20150012409,-37.81060649,144.7508595,3029,29836.0
T20150012413,-37.82584482,144.9586814,3006,37111.0
T20150012415,-37.50890001,145.8765731,3779,290676.0
T20150012418,-37.73534167,144.9021497,3041,290446.0
T20150012419,-37.85889057,144.8976375,3016,40014.0
T20150012420,-37.68007943,144.9283554,3047,290316.0
T20150012421,-37.94742936,145.0448014,3190,290968.0
T20150012422,-37.64493988,145.0262672,3076,290421.0
T20150012424,-38.30778,145.1836322,3915,1029.0
T20150012425,-37.80792144,143.7254498,3352,290451.0
T20150012427,-37.922736,145.0715776,3165,42287.0
T20150012428,-37.85189126,144.9936697,3181,290524.0
T20150012429,-37.80297011,144.9972007,3067,36712.0
T20150012430,-37.74054826,144.8488476,3033,293783.0
T20150012431,-38.11236344,145.2874541,3977,43907.0
T20150012432,-38.16404746,145.136637,3199,290445.0
T20150012436,-36.72304957,142.2049392,3400,49264.0
T20150012440,-37.87988567,145.0221722,3161,291006.0
T20150012441,-37.81383829,145.2935803,3136,290334.0
T20150012443,-38.22112589,146.4190667,3840,227849.0
T20150012444,-36.36335998,145.4020355,3630,290818.0
T20150012445,-37.87050791,144.7600715,3028,10586.0
T20150012446,-37.47367083,147.2181262,3862,290464.0
T20150012449,-37.63741294,145.1920912,3099,291174.0
T20150012451,-36.77378871,144.3048173,3550,290342.0
T20150012452,-37.76210626,144.9442552,3055,45513.0
T20150012453,-37.76073999,144.9380595,3039,291175.0
T20150012454,-38.22036685,145.0407415,3931,43559.0
T20150012458,-38.01219251,145.2634831,3803,304457.0
T20150012459,-37.77876154,144.8432397,3020,291014.0
T20150012460,-38.03619121,145.2457426,3175,290621.0
T20150012461,-34.21163358,142.1006945,3500,255483.0
T20150012465,-36.62305257,143.3133879,3477,357273.0
T20150012466,-37.82566943,147.6264275,3875,270353.0
T20150012468,-38.13499974,145.1297991,3199,290323.0
T20150012469,-37.2172298,142.1535968,3314,291074.0
T20150012471,-37.7975733,144.9038289,3011,38788.0
T20150012472,-38.02665422,145.2437455,3175,35631.0
T20150012478,-38.22698996,145.0489148,3931,290465.0
T20150012483,-37.99109571,145.1473886,3173,292132.0
T20150012484,-38.37911084,142.4839419,3280,290329.0
T20150012486,-38.01654111,141.4739091,3304,291205.0
T20150012487,-37.79795209,144.9748771,3053,36430.0
T20150012490,-37.35274992,144.1831866,3460,292686.0
T20150012491,-37.34681101,144.9997689,3758,290375.0
T20150012492,-38.17047963,144.3914615,3219,50099.0
T20150012493,-38.02662248,145.3042777,3805,290391.0
T20150012496,-37.69466738,144.9152399,3046,292384.0
T20150012497,-37.80550463,144.9486553,3003,29377.0
T20150012500,-38.39761567,144.9152696,3939,290519.0
T20150012501,-37.35723014,142.1870683,3314,291171.0
T20150012502,-37.68878796,144.5777583,3337,43734.0
T20150012503,-37.47398722,144.6195919,3438,55855.0
T20150012504,-37.68509797,144.5664272,3337,290336.0
T20150012505,-37.74487111,145.0367182,3081,290344.0
T20150012506,-37.80748059,145.0288829,3101,478.0
T20150012507,-37.65188105,145.0237135,3076,29785.0
T20150012508,-37.76611513,145.6434011,3799,290630.0
T20150012509,-37.82986095,144.9644585,3006,290708.0
T20150012510,-37.68534698,144.9204412,3047,46452.0
T20150012512,-37.96257102,146.4110771,3825,290452.0
T20150012513,-37.9714431,146.9838614,3860,290388.0
T20150012514,-34.26900919,142.183663,3498,295047.0
T20150012516,-35.31050491,142.7544703,3533,290368.0
T20150012517,-38.14676003,144.3471254,3220,49929.0
T20150012518,-37.77991675,145.083696,3104,356967.0
T20150012520,-37.8988946,144.999096,3186,41179.0
T20150012526,-38.33846893,143.5774303,3250,290338.0
T20150012527,-38.17345399,145.1079445,3199,43435.0
T20150012528,-36.74992988,146.9806306,3741,290595.0
T20150012530,-37.61348849,144.8041927,3428,290346.0
T20150012532,-37.79808917,144.9761501,3065,295724.0
T20150012534,-37.87037474,144.9899793,3182,313682.0
T20150012535,-37.85007807,144.8450485,3018,39932.0
T20150012536,-37.91527046,145.2463581,3178,727.0
T20150012538,-37.94182647,145.0001738,3188,42030.0
T20150012540,-37.85066718,144.9842015,3004,29466.0
T20150012541,-37.93246435,145.0306191,3187,296866.0
T20150012542,-37.63006581,145.0688666,3752,650961.0
T20150012543,-36.74999877,144.2832314,3550,290373.0
T20150012545,-38.16458615,144.34726,3216,290442.0
T20150012546,-36.16673011,144.7307017,3564,290379.0
T20150012547,-37.97876882,145.2076661,3175,43027.0
T20150012548,-37.67651312,145.06844,3082,294092.0
T20150012549,-35.87141687,144.348949,3567,291021.0
T20150012550,-36.55153017,146.7239703,3737,290376.0
T20150012553,-37.64974896,145.0721535,3082,291786.0
T20150012554,-37.75895442,145.3208204,3116,436.0
T20150012557,-37.81057375,144.9642809,3000,36916.0
T20150012558,-36.29055005,142.9900607,3480,293012.0
T20150012559,-37.97080987,145.1672389,3174,290429.0
T20150012562,-37.81818547,144.8803676,3013,292496.0
T20150012564,-36.36030997,145.3994872,3630,292465.0
T20150012566,-35.35592712,143.5539305,3585,290645.0
T20150012567,-36.75855483,144.2981548,3550,51610.0
T20150012570,-37.87205777,144.6650602,3029,290616.0
T20150012572,-37.87989436,145.1626137,3150,357623.0
T20150012574,-37.8571205,144.9923641,3181,290351.0
T20150012575,-38.0208302,145.0981196,3195,290369.0
T20150012578,-37.74690332,144.9192088,3040,45372.0
T20150012579,-37.68869565,144.9226174,3047,357624.0
T20150012580,-37.96204028,145.1780523,3174,291344.0
T20150012581,-38.05128718,144.385038,3212,356969.0
T20150012583,-37.96872189,145.17405,3174,42922.0
T20150012584,-37.79269142,144.8944628,3011,29524.0
T20150012585,-35.33323049,143.5522841,3585,290532.0
T20150012587,-37.81762079,145.2411186,3134,39671.0
T20150012588,-37.92450179,145.4841508,3782,296487.0
T20150012589,-37.81791571,145.2167386,3134,356968.0
T20150012594,-37.87111002,144.9762997,3182,291308.0
T20150012595,-37.81675234,144.8914596,3013,292394.0
T20150012597,-37.74122641,144.8636085,3033,63074.0
T20150012598,-37.29541231,145.3757989,3717,291022.0
T20150012599,-37.76050048,145.0093966,3071,63701.0
T20150012600,-38.07760998,145.4739498,3810,292203.0
T20150012603,-37.7513127,145.0466481,3081,290926.0
T20150012604,-37.64504999,145.030589,3076,290637.0
T20150012605,-37.64390928,145.0961072,3752,291309.0
T20150012608,-36.81494942,144.10674,3515,290705.0
T20150012609,-37.71889587,145.0403374,3083,290967.0
T20150012610,-37.79064142,144.9887721,3068,36615.0
T20150012612,-38.02196281,145.1242737,3195,36651.0
T20150012613,-37.51321609,142.9378659,3378,290386.0
T20150012620,-36.76790435,144.2936974,3550,356970.0
T20150012621,-36.65676,144.2709512,3556,290624.0
T20150012623,-37.91504346,145.1216709,3168,41699.0
T20150012624,-38.14996015,146.4618992,3844,356971.0
T20150012626,-38.08092358,145.2659193,3977,290469.0
T20150012632,-37.87919092,145.0166098,3161,290533.0
T20150012634,-38.20028919,144.3211021,3216,290538.0
T20150012635,-36.45143006,141.1971906,3419,290483.0
T20150012636,-38.00522032,145.3422792,3806,290583.0
T20150012637,-38.08195049,145.238484,3977,294115.0
T20150012638,-37.85021929,144.9806426,3004,35408.0
T20150012641,-37.79595575,144.99676,3067,291550.0
T20150012644,-38.14696305,144.3675795,3220,357622.0
T20150012645,-37.84387231,144.9783284,3004,357275.0
T20150012646,-38.13754818,145.1358608,3199,290434.0
T20150012647,-37.95145012,145.0476551,3190,42220.0
T20150012652,-37.7171261,145.0433948,3083,291310.0
T20150012656,-38.0052742,145.410183,3808,290431.0
T20150012657,-37.66154904,145.0377145,3082,61336.0
T20150012658,-38.10949731,145.2835529,3977,29768.0
T20150012660,-38.0413457,145.251189,3975,604951.0
T20150012663,-38.13393976,144.3075399,3218,290947.0
T20150012667,-37.90175665,145.0918091,3166,41592.0
T20150012668,-37.75784869,144.7632518,3023,290993.0
T20150012670,-37.85484021,145.2180202,3152,290417.0
T20150012673,-37.59436543,147.1876253,3862,290470.0
T20150012674,-38.40752048,145.5302338,3984,291311.0
T20150012679,-37.32199911,145.1232103,3658,291859.0
T20150012680,-37.80416972,144.9774674,3065,290581.0
T20150012681,-37.57470247,144.3169758,3341,15333.0
T20150012682,-37.32238048,145.3108601,3717,290476.0
T20150012684,-37.81728698,144.9680086,3000,291011.0
T20150012685,-38.30778,145.1836322,3915,1029.0
T20150012687,-37.11006569,146.396701,3722,290474.0
T20150012688,-37.81367998,145.1247743,3129,39314.0
T20150012689,-37.81124976,145.151528,3130,294395.0
T20150012690,-37.78871033,144.9765328,3054,290575.0
T20150012692,-35.9115544,145.6318572,3644,17538.0
T20150012693,-38.11874291,145.327163,3978,43915.0
T20150012696,-36.50468848,142.0598459,3401,291397.0
T20150012697,-36.75411672,144.2861697,3550,51589.0
T20150012699,-37.85924948,144.7775966,3028,290771.0
T20150012703,-38.01821612,145.3085295,3805,14474.0
T20150012705,-38.21126671,144.5138928,3222,290487.0
T20150012706,-37.55548126,143.8574432,3350,52823.0
T20150012707,-37.77235983,145.1047613,3107,38283.0
T20150012709,-37.83576859,145.0963403,3127,290526.0
T20150012713,-37.79866612,145.2805711,3136,39759.0
T20150012714,-37.01820893,145.1354926,3660,291909.0
T20150012717,-37.84568749,144.9850235,3004,29468.0
T20150012719,-37.77674861,144.4363589,3340,49588.0
T20150012725,-37.83485039,144.8813995,3015,291045.0
T20150012727,-37.59259939,143.8672395,3350,61034.0
T20150012728,-37.81780061,144.9675979,3000,144419.0
T20150012729,-37.84604989,144.9942992,3141,290513.0
T20150012730,-38.05082141,145.2839397,3805,290477.0
T20150012731,-38.4452037,146.0023557,3953,299370.0
T20150012732,-37.67091712,144.4393218,3340,237857.0
T20150012734,-37.9728086,145.0731618,3192,57596.0
T20150012735,-38.08588297,145.3059893,3977,290746.0
T20150012736,-37.84807184,145.0426286,3144,291116.0
T20150012737,-38.02279369,146.2813786,3825,290472.0
T20150012740,-36.44361543,145.225244,3616,49148.0
T20150012742,-37.90175665,145.0918091,3166,41592.0
T20150012744,-37.0748963,146.2691397,3723,290484.0
T20150012745,-37.81280765,144.9681028,3000,36952.0
T20150012748,-37.82013503,145.1214109,3128,290571.0
T20150012751,-38.58319258,146.0523183,3957,290713.0
T20150012752,-36.15677936,145.6811,3646,290807.0
T20150012753,-37.81838659,145.1760466,3131,504.0
T20150012757,-38.45585013,144.0773801,3231,293443.0
T20150012758,-37.42539967,145.0570345,3756,290531.0
T20150012760,-37.82183295,144.9518346,3008,234955.0
T20150012761,-37.7899294,144.9920001,3068,291154.0
T20150012762,-38.25591596,145.0358138,3934,43976.0
T20150012763,-37.83925477,144.9936811,3141,80940.0
T20150012765,-37.86253877,144.7041625,3029,290714.0
T20150012766,-37.8530039,145.0017959,3181,290890.0
T20150012767,-37.84488076,144.7887316,3018,35313.0
T20150012769,-38.37978411,142.480418,3280,45089.0
T20150012770,-38.08346052,144.3581717,3214,57854.0
T20150012772,-37.75457127,144.9642838,3058,227971.0
T20150012773,-38.11351095,145.1641498,3200,291765.0
T20150012775,-37.66716251,144.9537564,3061,356973.0
T20150012777,-37.77986851,144.7928769,3022,290686.0
T20150012778,-37.33860039,144.9316631,3762,291043.0
T20150012781,-37.92930302,145.0045993,3186,290480.0
T20150012782,-38.37301763,144.8854387,3940,290517.0
T20150012783,-37.496773,144.5940295,3437,290514.0
T20150012786,-36.52678332,146.6854467,3737,17657.0
T20150012787,-37.90068201,145.1383828,3149,41735.0
T20150012789,-37.6829753,145.0686149,3083,250526.0
T20150012792,-37.82380229,145.0792511,3126,39159.0
T20150012795,-37.7914001,144.9796409,3068,290667.0
T20150012796,-37.26689132,144.6410506,3442,290808.0
T20150012797,-37.74188012,144.816381,3021,291101.0
T20150012798,-38.12951403,145.2917185,3977,290537.0
T20150012799,-37.80692412,144.9653905,3000,356974.0
T20150012804,-37.84275316,145.2273016,3152,40887.0
T20150012805,-37.8213999,144.7864989,3026,290717.0
T20150012806,-38.08706809,145.2786802,3977,43858.0
T20150012808,-37.27931751,146.1541374,3723,291787.0
T20150012809,-37.70167988,144.8926199,3043,290606.0
T20150012811,-37.88770247,144.991431,3184,41124.0
T20150012813,-37.94818058,145.0218344,3191,42112.0
T20150012814,-37.47901703,144.7367426,3430,290590.0
T20150012816,-34.19187786,142.1743652,3500,52500.0
T20150012817,-37.99274341,147.0655449,3862,357439.0
T20150012818,-38.76134974,143.6618996,3233,291788.0
T20150012820,-38.34099328,143.584472,3250,73514.0
T20150012822,-37.70284636,144.5738117,3338,357440.0
T20150012823,-37.85473993,145.1692844,3131,34725.0
T20150012824,-37.80164074,144.9869219,3066,65351.0
T20150012825,-37.89282202,145.3653819,3789,293163.0
T20150012829,-37.86794997,144.9916097,3183,290577.0
T20150012830,-38.1815132,146.2615869,3825,53442.0
T20150012832,-38.15386708,145.8976516,3820,290582.0
T20150012835,-38.21245633,144.2179698,3240,50256.0
T20150012836,-36.1075007,147.0562304,3691,291185.0
T20150012838,-37.84059066,145.0046979,3141,390.0
T20150012840,-37.93041025,145.084162,3167,290535.0
T20150012843,-35.03287998,142.3139812,3490,290929.0
T20150012844,-38.47908083,145.9473263,3953,290576.0
T20150012846,-37.34739704,144.7409848,3434,291155.0
T20150012847,-37.81588347,145.0596398,3101,39038.0
T20150012848,-37.7929597,144.9421771,3051,290540.0
T20150012851,-37.99171181,145.251402,3177,70752.0
T20150012852,-37.61801693,145.1895481,3099,290765.0
T20150012855,-37.9991043,145.235744,3177,605235.0
T20150012857,-37.89627625,145.2328713,3179,41876.0
T20150012858,-38.32948188,144.985296,3936,36121.0
T20150012859,-37.82874117,145.0342131,3122,29543.0
T20150012860,-38.55557742,143.6120059,3239,290570.0
T20150012861,-37.60914774,144.3157593,3341,290561.0
T20150012862,-36.81717547,144.2385284,3555,291147.0
T20150012863,-36.45701111,145.38019,3631,290528.0
T20150012864,-38.21701215,146.0003066,3822,72881.0
T20150012871,-37.55954521,143.8567067,3350,55422.0
T20150012872,-37.88839951,145.1642256,3150,299711.0
T20150012873,-34.19726155,142.1579919,3500,292538.0
T20150012874,-37.85397988,144.992969,3181,291425.0
T20150012875,-37.67698137,145.0486098,3082,290675.0
T20150012876,-37.74505048,144.961284,3058,292735.0
T20150012877,-36.12458775,144.747142,3564,51386.0
T20150012878,-38.072938,145.2010804,3201,290596.0
T20150012879,-37.81739896,145.1497681,3130,291958.0
T20150012881,-37.7790866,145.001619,3070,290882.0
T20150012883,-34.19106785,142.1556458,3500,54321.0
T20150012886,-37.6880598,144.8862571,3043,147307.0
T20150012888,-37.44512166,145.7022397,3711,290564.0
T20150012889,-37.76692017,144.9991863,3070,56604.0
T20150012890,-37.67896951,144.9285761,3047,290679.0
T20150012891,-36.41935962,145.7045995,3646,291814.0
T20150012892,-37.72047943,144.8694693,3043,292422.0
T20150012893,-36.38949283,145.3606058,3629,279911.0
T20150012894,-37.7969037,145.3596764,3765,39853.0
T20150012896,-37.69221388,144.9530102,3046,291365.0
T20150012897,-37.73803185,144.9360397,3044,290593.0
T20150012899,-36.61018942,145.9630346,3672,290657.0
T20150012901,-38.08990902,145.332846,3978,255754.0
T20150012902,-37.81513671,144.9523409,3000,36828.0
T20150012903,-38.17520836,144.352217,3216,155708.0
T20150012904,-37.84729988,144.9847489,3004,295178.0
T20150012905,-36.77626906,144.2580451,3555,290633.0
T20150012906,-37.71920012,144.8917711,3042,290579.0
T20150012908,-37.73362799,144.9614503,3058,291097.0
T20150012909,-37.52627382,144.0035297,3352,60671.0
T20150012910,-37.72816281,144.8024437,3038,39420.0
T20150012912,-38.17585011,145.4230552,3978,48191.0
T20150012913,-38.22528149,146.3494794,3825,290610.0
T20150012915,-37.76170739,145.0131104,3071,291110.0
T20150012916,-38.15754468,144.3846745,3219,274858.0
T20150012917,-37.86592765,145.3434625,3786,290921.0
T20150012918,-38.01225303,146.6724126,3857,292973.0
T20150012919,-37.88347098,144.9967273,3184,291447.0
T20150012921,-37.99076612,145.3512804,3806,55681.0
T20150012922,-37.92132606,147.2781296,3864,290745.0
T20150012924,-38.12454371,145.7014113,3815,291089.0
T20150012925,-37.66480278,144.931052,3047,44667.0
T20150012926,-38.17243787,147.1710791,3851,291247.0
T20150012928,-37.76393889,145.1707661,3109,290644.0
T20150012930,-37.78570997,145.0772198,3104,290626.0
T20150012932,-37.77269009,145.0789516,3105,292009.0
T20150012933,-37.98621376,145.2125127,3175,43051.0
T20150012936,-38.30865676,146.3281,3840,292259.0
T20150012937,-37.84275708,145.0229389,3142,40237.0
T20150012938,-37.49015039,144.1323516,3352,290618.0
